"linkName","link","price","currencyKM","status","city","size","numOfRooms","equipped","date","views","id","pricePerSquareMeter","numOfRooms2","cityShort","dateNew","count","cityCat","lat","long","country","capital","population","population_proper"
"Luksuzno uređen dvoetažni stan u novogradnji/penthouse","https://www.olx.ba/artikal/47874459/luksuzno-uredjen-dvoetazni-stan-u-novogradnji-penthouse/",1100000,TRUE,"novo","Zenica",335,"Petosoban i više","Namješten","26.04.2022.",13795,1785,3283.582089552239,"5+","Zenica","2022-04-26",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Stan Stup ""Izvor"" 68 m2","https://www.olx.ba/artikal/50510427/stan-stup-izvor-68-m2/",225000,TRUE,"korišteno","Ilidža",68.5,"Trosoban (3)","Namješten","14.11.2022.",604,2200,3284.6715328467153,"3","Ilidža","2022-11-14",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"STAN U CENTRU BANJA LUKE NOVOGRADNJA","https://www.olx.ba/artikal/48907501/stan-u-centru-banja-luke-novogradnja/",183950,TRUE,"novo","Banja Luka",56,"Dvosoban (2)","Nenamješten","19.07.2022.",3227,2567,3284.8214285714284,"2","Banja Luka","2022-07-19",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"AD COMPANY prodaje: Stan, Ilidža (1217)","https://www.olx.ba/artikal/50822900/ad-company-prodaje-stan-ilidza-1217/",115000,TRUE,"korišteno","Ilidža",35,"Dvosoban (2)","Nenamješten","05.12.2022.",899,2156,3285.714285714286,"2","Ilidža","2022-12-05",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan dvosoban - Tibra","https://www.olx.ba/artikal/50957283/stan-dvosoban-tibra/",148000,TRUE,"korišteno","Sarajevo, Novi Grad",45,"Dvosoban (2)","Namješten","14.12.2022.",803,1900,3288.8888888888887,"2","Sarajevo","2022-12-14",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"MY SPACE/ Stan sa garazom/ Kosevsko brdo/ 76 m2","https://www.olx.ba/artikal/51049478/my-space-stan-sa-garazom-kosevsko-brdo-76-m2/",250000,TRUE,"korišteno","Sarajevo - Centar",76,"Trosoban (3)","Nenamješten","21.12.2022.",652,1472,3289.4736842105262,"3","Sarajevo","2022-12-21",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Kosevsko Brdo 38 m2","https://www.olx.ba/artikal/50988672/stan-kosevsko-brdo-38-m2/",125000,TRUE,"korišteno","Sarajevo - Centar",38,"Jednoiposoban (1.5)","Nenamješten","16.12.2022.",525,1804,3289.4736842105262,"1.5","Sarajevo","2022-12-16",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"EXTRA STAN CENTAR, NOVO SARAJEVO STARA CIJENA 379.000KM","https://www.olx.ba/artikal/45012050/extra-stan-centar-novo-sarajevo-stara-cijena-379-000km/",339500,TRUE,"korišteno","Sarajevo - Centar",103.14,"Trosoban (3)","Polunamješten","12.10.2021.",8106,2802,3291.642427768082,"3","Sarajevo","2021-10-12",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan Nina Stan Stup Ilidža 41 m2","https://www.olx.ba/artikal/50374241/dvosoban-stan-nina-stan-stup-ilidza-41-m2/",135000,TRUE,"korišteno","Ilidža",41,"Dvosoban (2)","Polunamješten","05.11.2022.",2859,231,3292.682926829268,"2","Ilidža","2022-11-05",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Četverosoban stan 71m2 - Borik Banja Luka","https://www.olx.ba/artikal/50039521/cetverosoban-stan-71m2-borik-banja-luka/",233838,TRUE,"novo","Banja Luka",71,"Četverosoban (4)","Nenamješten","12.10.2022.",2663,801,3293.492957746479,"4","Banja Luka","2022-10-12",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"TIM: ŠIp. Trosoban stan 68m2 sa balkonom, 3 sprat","https://www.olx.ba/artikal/50436744/tim-sip-trosoban-stan-68m2-sa-balkonom-3-sprat/",224000,TRUE,"korišteno","Sarajevo - Centar",68,"Trosoban (3)","Nenamješten","09.11.2022.",2500,479,3294.1176470588234,"3","Sarajevo","2022-11-09",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan u Neumu","https://www.olx.ba/artikal/46215222/stan-u-neumu/",145000,TRUE,"korišteno","Neum",44,"Dvosoban (2)","Nenamješten","05.01.2022.",23464,2641,3295.4545454545455,"2","Neum","2022-01-05",4,"Others",42.9261,17.6167,"Bosnia And Herzegovina","minor",3236,3236
"Četverosoban stan Centar Muvekita Stari Grad","https://www.olx.ba/artikal/48085086/cetverosoban-stan-centar-muvekita-stari-grad/",287000,TRUE,"korišteno","Stari Grad",87,"Četverosoban (4)","Namješten","13.05.2022.",2208,230,3298.8505747126437,"4","Sarajevo","2022-05-13",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"NOVOGRADNJA, trosoban stan od 53m2, brzo useljivo","https://www.olx.ba/artikal/50866375/novogradnja-trosoban-stan-od-53m2-brzo-useljivo/",174867,TRUE,"novo","Banja Luka",53,"Trosoban (3)","Nenamješten","08.12.2022.",458,1253,3299.377358490566,"3","Banja Luka","2022-12-08",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Namješten dvosoban stan / parking / Ilidža","https://www.olx.ba/artikal/49334048/namjesten-dvosoban-stan-parking-ilidza/",165000,TRUE,"korišteno","Ilidža",50,"Dvosoban (2)","Namješten","20.08.2022.",4225,313,3300,"2","Ilidža","2022-08-20",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan 47,43 m2,Banja Luka","https://www.olx.ba/artikal/50968083/stan-47-43-m2-banja-luka/",156519,TRUE,"novo","Banja Luka",47.43,"Dvosoban (2)","Nenamješten","15.12.2022.",403,325,3300,"2","Banja Luka","2022-12-15",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"BAULAND Peterosoban stan-155m2 / Čengić Vila","https://www.olx.ba/artikal/46618388/bauland-peterosoban-stan-155m2-cengic-vila/",511500,TRUE,"korišteno","Novo Sarajevo",155,"Petosoban i više","Nenamješten","02.02.2022.",2769,761,3300,"5+","Sarajevo","2022-02-02",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan 69 m2, kod Ugostiteljske skole!","https://www.olx.ba/artikal/49086069/stan-69-m2-kod-ugostiteljske-skole/",227700,TRUE,"novo","Banja Luka",69,"Trosoban (3)","Nenamješten","29.07.2022.",946,886,3300,"3","Banja Luka","2022-07-29",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Trosoban salonski stan, Centar Banja Luka","https://www.olx.ba/artikal/50579649/trosoban-salonski-stan-centar-banja-luka/",260700,TRUE,"korišteno","Banja Luka",79,"Trosoban (3)","Polunamješten","18.11.2022.",667,932,3300,"3","Banja Luka","2022-11-18",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Trosoban stan u izgradnji 70,36m2, Mejdan/Obilićevo","https://www.olx.ba/artikal/47789403/trosoban-stan-u-izgradnji-70-36m2-mejdan-obilicevo/",232188,TRUE,"novo","Banja Luka",70.36,"Trosoban (3)","Nenamješten","20.04.2022.",835,1164,3300,"3","Banja Luka","2022-04-20",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Na prodaju trosoban stan-Centar ulica Isaije Mitrovića","https://www.olx.ba/artikal/50363492/na-prodaju-trosoban-stan-centar-ulica-isaije-mitrovica/",343200,TRUE,"korišteno","Banja Luka",104,"Trosoban (3)","Nenamješten","04.11.2022.",317,1168,3300,"3","Banja Luka","2022-11-04",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Dvosoban stan u izgradnji, Ranka Šipke, 47,43m2","https://www.olx.ba/artikal/50969611/dvosoban-stan-u-izgradnji-ranka-sipke-47-43m2/",156519,TRUE,"novo","Banja Luka",47.43,"Dvosoban (2)","Nenamješten","15.12.2022.",108,1173,3300,"2","Banja Luka","2022-12-15",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Trosoban stan od 58,50m2, Ranka Šipke, Panorama 2","https://www.olx.ba/artikal/50969738/trosoban-stan-od-58-50m2-ranka-sipke-panorama-2/",193050,TRUE,"novo","Banja Luka",58.5,"Trosoban (3)","Nenamješten","15.12.2022.",78,1174,3300,"3","Banja Luka","2022-12-15",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Dvosoban stan u izgradnji, 51,75m2 - Borik","https://www.olx.ba/artikal/50865925/dvosoban-stan-u-izgradnji-51-75m2-borik/",170775,TRUE,"novo","Banja Luka",51.75,"Dvosoban (2)","Nenamješten","08.12.2022.",260,1175,3300,"2","Banja Luka","2022-12-08",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Trosoban stan 104m2 - Centar Banja Luka","https://www.olx.ba/artikal/49947867/trosoban-stan-104m2-centar-banja-luka/",343200,TRUE,"novo","Banja Luka",104,"Trosoban (3)","Nenamješten","05.10.2022.",2000,1255,3300,"3","Banja Luka","2022-10-05",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Prodaje se trosoban stan, Centar","https://www.olx.ba/artikal/50715198/prodaje-se-trosoban-stan-centar/",343200,TRUE,"novo","Banja Luka",104,"Trosoban (3)","Nenamješten","27.11.2022.",138,1702,3300,"3","Banja Luka","2022-11-27",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan 47,43 m2,Banja Luka","https://www.olx.ba/artikal/50967992/stan-47-43-m2-banja-luka/",156519,TRUE,"novo","Banja Luka",47.43,"Dvosoban (2)","Nenamješten","15.12.2022.",105,1871,3300,"2","Banja Luka","2022-12-15",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan 58,50 m2,Banja Luka","https://www.olx.ba/artikal/50967824/stan-58-50-m2-banja-luka/",193050,TRUE,"novo","Banja Luka",58.5,"Trosoban (3)","Nenamješten","15.12.2022.",86,1872,3300,"3","Banja Luka","2022-12-15",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"TROSOBAN STAN BANJA LUKA 52m2","https://www.olx.ba/artikal/50487482/trosoban-stan-banja-luka-52m2/",171600,TRUE,"korišteno","Banja Luka",52,"Trosoban (3)","Nenamješten","12.11.2022.",2187,2563,3300,"3","Banja Luka","2022-11-12",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stupine B1- 86 m2- "" Atraktivan trosoban stan 1 sprat","https://www.olx.ba/artikal/50441331/stupine-b1-86-m2-atraktivan-trosoban-stan-1-sprat/",283800,TRUE,"novo","Tuzla",86,"Trosoban (3)","Nenamješten","09.11.2022.",2996,2582,3300,"3","Tuzla","2022-11-09",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"Stan Tuzla","https://www.olx.ba/artikal/48758230/stan-tuzla/",211200,TRUE,"korišteno","Tuzla",64,"Dvosoban (2)","Namješten","06.07.2022.",2120,3161,3300,"2","Tuzla","2022-07-06",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"MY SPACE/ Stan/ Bistrik/ 78 m2","https://www.olx.ba/artikal/42122736/my-space-stan-bistrik-78-m2/",258000,TRUE,"korišteno","Stari Grad",78,"Trosoban (3)","Polunamješten","08.03.2021.",5111,392,3307.6923076923076,"3","Sarajevo","2021-03-08",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"TRIMMO / prodaje trosoban stan 65 m2, Stup","https://www.olx.ba/artikal/49839285/trimmo-prodaje-trosoban-stan-65-m2-stup/",215000,TRUE,"korišteno","Sarajevo, Novi Grad",65,"Trosoban (3)","Nenamješten","26.09.2022.",2697,809,3307.6923076923076,"3","Sarajevo","2022-09-26",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvoiposoban stan / Zmaja od Bosne","https://www.olx.ba/artikal/50753726/dvoiposoban-stan-zmaja-od-bosne/",215000,TRUE,"korišteno","Novo Sarajevo",65,"Trosoban (3)","Nenamješten","30.11.2022.",1102,1305,3307.6923076923076,"3","Sarajevo","2022-11-30",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"NOVOGRADNJA! Trosoban stan / 5.sprat / Stup","https://www.olx.ba/artikal/50592628/novogradnja-trosoban-stan-5-sprat-stup/",225000,TRUE,"novo","Ilidža",68,"Trosoban (3)","Namješten","19.11.2022.",1132,314,3308.823529411765,"3","Ilidža","2022-11-19",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"BAULAND/ Dvoiposoban stan-71m2 / Obala Kulina bana","https://www.olx.ba/artikal/45798094/bauland-dvoiposoban-stan-71m2-obala-kulina-bana/",235000,TRUE,"korišteno","Stari Grad",71,"Trosoban (3)","Nenamješten","06.12.2021.",3799,765,3309.8591549295775,"3","Sarajevo","2021-12-06",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan, 47m2, Maksima Gorkog, uskoro useljenje","https://www.olx.ba/artikal/50879956/dvosoban-stan-47m2-maksima-gorkog-uskoro-useljenje/",155628,TRUE,"novo","Banja Luka",47,"Dvosoban (2)","Nenamješten","09.12.2022.",326,1054,3311.2340425531916,"2","Banja Luka","2022-12-09",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"STAN STUP - SARAJEVO 77 m2","https://www.olx.ba/artikal/50921098/stan-stup-sarajevo-77-m2/",255000,TRUE,"korišteno","Ilidža",77,"Trosoban (3)","Namješten","12.12.2022.",164,521,3311.688311688312,"3","Ilidža","2022-12-12",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"MY SPACE/ Stan sa garazom/ Stup/ NAMJESTEN/ 77m2","https://www.olx.ba/artikal/50265973/my-space-stan-sa-garazom-stup-namjesten-77m2/",255000,TRUE,"korišteno","Ilidža",77,"Trosoban (3)","Namješten","28.10.2022.",812,1275,3311.688311688312,"3","Ilidža","2022-10-28",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Trosoban stan sa garažom Stup/Bh Bau/Ilidža 77m2","https://www.olx.ba/artikal/50138928/trosoban-stan-sa-garazom-stup-bh-bau-ilidza-77m2/",255000,TRUE,"korišteno","Ilidža",77,"Trosoban (3)","Namješten","19.10.2022.",642,1521,3311.688311688312,"3","Ilidža","2022-10-19",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Dvosoban stan sa dvije garaže Stup","https://www.olx.ba/artikal/50208895/dvosoban-stan-sa-dvije-garaze-stup/",159000,TRUE,"korišteno","Ilidža",48,"Dvosoban (2)","Namješten","24.10.2022.",6271,1251,3312.5,"2","Ilidža","2022-10-24",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan Banja Luka Obilicevo","https://www.olx.ba/artikal/49243396/stan-banja-luka-obilicevo/",231990,TRUE,"novo","Banja Luka",70,"Trosoban (3)","Nenamješten","12.08.2022.",1133,197,3314.1428571428573,"3","Banja Luka","2022-08-12",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan 70 m2 u izgradnji, na Mejdanu!","https://www.olx.ba/artikal/47779288/stan-70-m2-u-izgradnji-na-mejdanu/",232188,TRUE,"novo","Banja Luka",70,"Trosoban (3)","Nenamješten","19.04.2022.",1139,887,3316.9714285714285,"3","Banja Luka","2022-04-19",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"MY SPACE/ Stan/ Novo Sarajevo/ Cengic Vila/ 59 m","https://www.olx.ba/artikal/50939796/my-space-stan-novo-sarajevo-cengic-vila-59-m/",195900,TRUE,"korišteno","Novo Sarajevo",59,"Dvosoban (2)","Nenamješten","13.12.2022.",2490,16,3320.3389830508477,"2","Sarajevo","2022-12-13",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"LOCUS: Dvosoban stan na prvom spratu, Čengić Vila","https://www.olx.ba/artikal/50965683/locus-dvosoban-stan-na-prvom-spratu-cengic-vila/",195900,TRUE,"korišteno","Novo Sarajevo",59,"Dvosoban (2)","Nenamješten","15.12.2022.",769,1223,3320.3389830508477,"2","Sarajevo","2022-12-15",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, Pejton, Ilidža","https://www.olx.ba/artikal/48662459/stan-pejton-ilidza/",279000,TRUE,"korišteno","Ilidža",84,"Trosoban (3)","Namješten","28.06.2022.",1324,2402,3321.4285714285716,"3","Ilidža","2022-06-28",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Adaptiran dvosoban stan / Alipašino polje / Novi Grad","https://www.olx.ba/artikal/51115670/adaptiran-dvosoban-stan-alipasino-polje-novi-grad/",143000,TRUE,"korišteno","Sarajevo, Novi Grad",43,"Dvosoban (2)","Polunamješten","26.12.2022.",224,241,3325.5813953488373,"2","Sarajevo","2022-12-26",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"100180 Dvosoban stan Alipašino polje C faza","https://www.olx.ba/artikal/50834169/100180-dvosoban-stan-alipasino-polje-c-faza/",143000,TRUE,"korišteno","Sarajevo, Novi Grad",43,"Dvosoban (2)","Nenamješten","06.12.2022.",2010,1249,3325.5813953488373,"2","Sarajevo","2022-12-06",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan u naselju Budakovići Sarajevo","https://www.olx.ba/artikal/49834212/stan-u-naselju-budakovici-sarajevo/",126500,TRUE,"korišteno","Stari Grad",38,"Jednosoban (1)","Polunamješten","26.09.2022.",1573,2560,3328.9473684210525,"1","Sarajevo","2022-09-26",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan u naselju Budakovići","https://www.olx.ba/artikal/49149333/dvosoban-stan-u-naselju-budakovici/",126500,TRUE,"novo","Stari Grad",38,"Dvosoban (2)","Polunamješten","03.08.2022.",1841,2860,3328.9473684210525,"2","Sarajevo","2022-08-03",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan 99 m2, Bul. Stepe Stapenovica","https://www.olx.ba/artikal/49085423/stan-99-m2-bul-stepe-stapenovica/",329736,TRUE,"novo","Banja Luka",99,"Četverosoban (4)","Nenamješten","29.07.2022.",967,885,3330.6666666666665,"4","Banja Luka","2022-07-29",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"STAN OD 36M² NASELJE SUNCA","https://www.olx.ba/artikal/50238340/stan-od-36m-naselje-sunca/",119988,TRUE,"novo","Banja Luka",36,"Dvosoban (2)","Nenamješten","26.10.2022.",1566,1451,3333,"2","Banja Luka","2022-10-26",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan Sarajevo-Stari Grad","https://www.olx.ba/artikal/50209512/stan-sarajevo-stari-grad/",400000,TRUE,"korišteno","Stari Grad",120,"Četverosoban (4)","Polunamješten","24.10.2022.",563,137,3333.3333333333335,"4","Sarajevo","2022-10-24",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"NN nekretnine: Dvosoban stan - Vojničko Polje","https://www.olx.ba/artikal/50937924/nn-nekretnine-dvosoban-stan-vojnicko-polje/",220000,TRUE,"korišteno","Sarajevo, Novi Grad",66,"Dvosoban (2)","Namješten","13.12.2022.",483,255,3333.3333333333335,"2","Sarajevo","2022-12-13",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan 54 m2 N.Sarajevo Hrasno","https://www.olx.ba/artikal/51126142/stan-54-m2-n-sarajevo-hrasno/",180000,TRUE,"korišteno","Novo Sarajevo",54,"Dvosoban (2)","Namješten","27.12.2022.",185,422,3333.3333333333335,"2","Sarajevo","2022-12-27",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Trosoban stan u centru grada","https://www.olx.ba/artikal/48225547/trosoban-stan-u-centru-grada/",220000,TRUE,"korišteno","Banja Luka",66,"Trosoban (3)","Nenamješten","24.05.2022.",2223,1381,3333.3333333333335,"3","Banja Luka","2022-05-24",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"ATRAKTIVNO~STAN U STAROJ GRADNJI~ ID:1873/EN","https://www.olx.ba/artikal/21502016/atraktivnostan-u-staroj-gradnji-id1873-en/",390000,TRUE,"korišteno","Brčko",117,"Trosoban (3)","Namješten","20.04.2016.",4550,1498,3333.3333333333335,"3","Brčko","2016-04-20",199,"Big Cities",44.8783,18.8092,"Bosnia And Herzegovina","admin",NA,NA
"Trosoban stan 75 m2 sa terasom/prodaja/Novo Sarajevo","https://www.olx.ba/artikal/51045871/trosoban-stan-75-m2-sa-terasom-prodaja-novo-sarajevo/",250000,TRUE,"korišteno","Novo Sarajevo",75,"Trosoban (3)","Namješten","21.12.2022.",336,1607,3333.3333333333335,"3","Sarajevo","2022-12-21",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Sarajevo - Centar","https://www.olx.ba/artikal/50754297/stan-sarajevo-centar/",300000,TRUE,"korišteno","Sarajevo - Centar",90,"Dvosoban (2)","Polunamješten","30.11.2022.",310,2283,3333.3333333333335,"2","Sarajevo","2022-11-30",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan 61 m2, na Obilicevu!","https://www.olx.ba/artikal/47801455/stan-61-m2-na-obilicevu/",203742,TRUE,"novo","Banja Luka",61,"Trosoban (3)","Nenamješten","21.04.2022.",1615,867,3340.032786885246,"3","Banja Luka","2022-04-21",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Trosoban stan 64m2 - Nova Varoš","https://www.olx.ba/artikal/39270268/trosoban-stan-64m2-nova-varos/",224000,TRUE,"novo","Banja Luka",67,"Trosoban (3)","Nenamješten","04.08.2020.",4619,672,3343.283582089552,"3","Banja Luka","2020-08-04",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Dvoetažni stan od 112m2 kod Vijećnice","https://www.olx.ba/artikal/46773110/dvoetazni-stan-od-112m2-kod-vijecnice/",375000,TRUE,"korišteno","Stari Grad",112,"Petosoban i više","Nenamješten","10.02.2022.",3159,1484,3348.214285714286,"5+","Sarajevo","2022-02-10",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan 69 m2 - Krajina naselje","https://www.olx.ba/artikal/49780425/dvosoban-stan-69-m2-krajina-naselje/",231150,TRUE,"korišteno","Banja Luka",69,"Dvosoban (2)","Namješten","22.09.2022.",1811,1503,3350,"2","Banja Luka","2022-09-22",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan Ilidža tibra","https://www.olx.ba/artikal/50576149/stan-ilidza-tibra/",124000,TRUE,"korišteno","Ilidža",37,"Jednoiposoban (1.5)","Namješten","18.11.2022.",2038,2471,3351.3513513513512,"1.5","Ilidža","2022-11-18",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"PROSTOR prodaje: Četverosoban stan sa lođom, Bistrik","https://www.olx.ba/artikal/49692500/prostor-prodaje-cetverosoban-stan-sa-lodjom-bistrik/",259000,TRUE,"korišteno","Stari Grad",77.26,"Četverosoban (4)","Namješten","16.09.2022.",1742,979,3352.316852187419,"4","Sarajevo","2022-09-16",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan - Novi grad - Otoka - 55 m2","https://www.olx.ba/artikal/51107102/dvosoban-stan-novi-grad-otoka-55-m2/",185000,TRUE,"korišteno","Sarajevo, Novi Grad",55,"Dvosoban (2)","Nenamješten","25.12.2022.",322,118,3363.6363636363635,"2","Sarajevo","2022-12-25",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Sarajevo-Novi Grad","https://www.olx.ba/artikal/50603190/stan-sarajevo-novi-grad/",185000,TRUE,"korišteno","Sarajevo, Novi Grad",55,"Dvosoban (2)","Nenamješten","20.11.2022.",652,2441,3363.6363636363635,"2","Sarajevo","2022-11-20",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan, Hrasno, Novo Sarajevo","https://www.olx.ba/artikal/50365633/dvosoban-stan-hrasno-novo-sarajevo/",212000,TRUE,"korišteno","Novo Sarajevo",63,"Dvosoban (2)","Nenamješten","04.11.2022.",2906,857,3365.0793650793653,"2","Sarajevo","2022-11-04",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"BAULAND Dvosoban namješten stan-49m2 / Tibra 2","https://www.olx.ba/artikal/51032569/bauland-dvosoban-namjesten-stan-49m2-tibra-2/",165000,TRUE,"korišteno","Ilidža",49,"Dvosoban (2)","Namješten","20.12.2022.",1568,47,3367.3469387755104,"2","Ilidža","2022-12-20",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Prodajem dvosoban Stan kod Dramara 48,4 m2","https://www.olx.ba/artikal/50515263/prodajem-dvosoban-stan-kod-dramara-48-4-m2/",163000,TRUE,"korišteno","Tuzla",48.4,"Dvosoban (2)","Namješten","14.11.2022.",1489,2538,3367.7685950413224,"2","Tuzla","2022-11-14",199,"Big Cities",44.5381,18.6761,"Bosnia And Herzegovina","minor",110979,110979
"SIGENX prodaje: Jednoiposoban stan/ Hrasno brdo","https://www.olx.ba/artikal/50828622/sigenx-prodaje-jednoiposoban-stan-hrasno-brdo/",155000,TRUE,"korišteno","Novo Sarajevo",46,"Jednoiposoban (1.5)","Namješten","05.12.2022.",1016,1637,3369.5652173913045,"1.5","Sarajevo","2022-12-05",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"DHM/ STAN/ STUP","https://www.olx.ba/artikal/51061072/dhm-stan-stup/",145000,TRUE,"korišteno","Ilidža",43,"Jednosoban (1)","Namješten","22.12.2022.",300,1360,3372.093023255814,"1","Ilidža","2022-12-22",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"LOCUS prodaje: Trosoban stan, Mejtaš, Centar","https://www.olx.ba/artikal/43347934/locus-prodaje-trosoban-stan-mejtas-centar/",270000,TRUE,"korišteno","Sarajevo - Centar",80,"Trosoban (3)","Namješten","01.06.2021.",5805,1575,3375,"3","Sarajevo","2021-06-01",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Centar Banja Luka 80 m2","https://www.olx.ba/artikal/49301511/stan-centar-banja-luka-80-m2/",270000,TRUE,"korišteno","Banja Luka",80,"Dvosoban (2)","Nenamješten","17.08.2022.",1804,1683,3375,"2","Banja Luka","2022-08-17",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
