"linkName","link","price","currencyKM","status","city","size","numOfRooms","equipped","date","views","id","pricePerSquareMeter","numOfRooms2","cityShort","dateNew","count","cityCat","lat","long","country","capital","population","population_proper"
"Stan na prodaju","https://www.olx.ba/artikal/42421858/stan-na-prodaju/",270000,TRUE,"korišteno","Banja Luka",80,"Četverosoban (4)","Polunamješten","28.03.2021.",2222,2181,3375,"4","Banja Luka","2021-03-28",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Trosoban stan sa balkonom i garažom, 77m2, Stup","https://www.olx.ba/artikal/50139895/trosoban-stan-sa-balkonom-i-garazom-77m2-stup/",260000,TRUE,"korišteno","Ilidža",77,"Trosoban (3)","Namješten","19.10.2022.",838,222,3376.6233766233768,"3","Ilidža","2022-10-19",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Trosoban stan od 53m2, naselje Sunca, useljenje uskoro","https://www.olx.ba/artikal/50879806/trosoban-stan-od-53m2-naselje-sunca-useljenje-uskoro/",179200,TRUE,"novo","Banja Luka",53,"Trosoban (3)","Nenamješten","09.12.2022.",359,1055,3381.132075471698,"3","Banja Luka","2022-12-09",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Useljiv stan 65m2, Nova Varos","https://www.olx.ba/artikal/45328529/useljiv-stan-65m2-nova-varos/",226650,TRUE,"novo","Banja Luka",67,"Dvosoban (2)","Nenamješten","05.11.2021.",6163,505,3382.8358208955224,"2","Banja Luka","2021-11-05",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"PRO COST -Dvosoban stan Ilidža 57,59 m2 TOP INVESTICIJA","https://www.olx.ba/artikal/50061296/pro-cost-dvosoban-stan-ilidza-57-59-m2-top-investicija/",195000,TRUE,"korišteno","Ilidža",57.59,"Dvosoban (2)","Namješten","13.10.2022.",641,2766,3386.004514672686,"2","Ilidža","2022-10-13",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan na Mejdanu od 62,76m²","https://www.olx.ba/artikal/47347189/stan-na-mejdanu-od-62-76m/",213384,TRUE,"novo","Banja Luka",63,"Trosoban (3)","Nenamješten","21.03.2022.",1906,2361,3387.0476190476193,"3","Banja Luka","2022-03-21",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"MY SPACE/ Stan/ Hrasno/ Dzamijska/ 54m2 + balkon","https://www.olx.ba/artikal/50784729/my-space-stan-hrasno-dzamijska-54m2-plus-balkon/",183000,TRUE,"korišteno","Novo Sarajevo",54,"Dvosoban (2)","Nenamješten","02.12.2022.",2622,35,3388.8888888888887,"2","Sarajevo","2022-12-02",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan od 54m2 sa balkonom i lođom, Hrasno","https://www.olx.ba/artikal/50967415/dvosoban-stan-od-54m2-sa-balkonom-i-lodjom-hrasno/",183000,TRUE,"korišteno","Novo Sarajevo",54,"Dvosoban (2)","Namješten","15.12.2022.",615,1245,3388.8888888888887,"2","Sarajevo","2022-12-15",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"URBANLIVING Dvosoban stan Hrasno","https://www.olx.ba/artikal/50739502/urbanliving-dvosoban-stan-hrasno/",183000,TRUE,"korišteno","Novo Sarajevo",54,"Dvosoban (2)","Polunamješten","29.11.2022.",1849,1869,3388.8888888888887,"2","Sarajevo","2022-11-29",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"STAN U SARAJEVU 59m2 - ODLIČNA LOKACIJA","https://www.olx.ba/artikal/50781833/stan-u-sarajevu-59m2-odlicna-lokacija/",200000,TRUE,"korišteno","Sarajevo - Centar",59,"Dvosoban (2)","Polunamješten","02.12.2022.",1191,275,3389.830508474576,"2","Sarajevo","2022-12-02",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvoiposoban stan na atraktivnoj lokaciji, Stari Grad","https://www.olx.ba/artikal/46438388/dvoiposoban-stan-na-atraktivnoj-lokaciji-stari-grad/",200000,TRUE,"korišteno","Stari Grad",59,"Dvosoban (2)","Nenamješten","22.01.2022.",3684,858,3389.830508474576,"2","Sarajevo","2022-01-22",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"STAN ZENICA","https://www.olx.ba/artikal/50814046/stan-zenica/",169500,TRUE,"korišteno","Zenica",50,"Trosoban (3)","Namješten","04.12.2022.",2289,2174,3390,"3","Zenica","2022-12-04",70,"Big Cities",44.2039,17.9078,"Bosnia And Herzegovina","minor",70553,70553
"Trosoban adaptiran stan sa balkonom na 1 spratu, Mejtaš","https://www.olx.ba/artikal/45858016/trosoban-adaptiran-stan-sa-balkonom-na-1-spratu-mejtas/",295000,TRUE,"korišteno","Sarajevo - Centar",87,"Trosoban (3)","Polunamješten","10.12.2021.",3497,306,3390.8045977011493,"3","Sarajevo","2021-12-10",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"PICCOLO GRANDE PRODAJE/Stan/Centar/Mejtas","https://www.olx.ba/artikal/48647885/piccolo-grande-prodaje-stan-centar-mejtas/",295000,TRUE,"korišteno","Sarajevo - Centar",87,"Trosoban (3)","Namješten","27.06.2022.",1714,926,3390.8045977011493,"3","Sarajevo","2022-06-27",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"MY SPACE/ Stan/ Stup/ NOVOGRADNJA/ NAMJESTEN/ 43m2","https://www.olx.ba/artikal/50026113/my-space-stan-stup-novogradnja-namjesten-43m2/",146000,TRUE,"korišteno","Ilidža",43,"Dvosoban (2)","Namješten","11.10.2022.",5106,549,3395.3488372093025,"2","Ilidža","2022-10-11",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan sa spavaćom sobom Stup/Bh Bau/Ilidža 43m2","https://www.olx.ba/artikal/49797273/stan-sa-spavacom-sobom-stup-bh-bau-ilidza-43m2/",146000,TRUE,"korišteno","Ilidža",43,"Dvosoban (2)","Namješten","23.09.2022.",2670,1049,3395.3488372093025,"2","Ilidža","2022-09-23",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"MY SPACE/ Stan/ Hrasno/ RENOVIRAN/ NAMJESTEN/ 67 m2","https://www.olx.ba/artikal/47308919/my-space-stan-hrasno-renoviran-namjesten-67-m2/",227500,TRUE,"korišteno","Novo Sarajevo",67,"Trosoban (3)","Namješten","18.03.2022.",13217,616,3395.5223880597014,"3","Sarajevo","2022-03-18",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"BAULAND/ Trosoban stan 67m2/ Trg Heroja, Hrasno","https://www.olx.ba/artikal/47395725/bauland-trosoban-stan-67m2-trg-heroja-hrasno/",227500,TRUE,"korišteno","Novo Sarajevo",67,"Trosoban (3)","Namješten","24.03.2022.",10936,756,3395.5223880597014,"3","Sarajevo","2022-03-24",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"AD COMPANY prodaje: Stan, Hrasno (1045)","https://www.olx.ba/artikal/47298186/ad-company-prodaje-stan-hrasno-1045/",227500,TRUE,"korišteno","Novo Sarajevo",67,"Trosoban (3)","Polunamješten","17.03.2022.",5185,2453,3395.5223880597014,"3","Sarajevo","2022-03-17",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Ilidža / Stan / 94 m2 / NOVOGRADNJA / UKNJIŽENO","https://www.olx.ba/artikal/45605639/ilidza-stan-94-m2-novogradnja-uknjizeno/",319362,TRUE,"novo","Ilidža",94,"Trosoban (3)","Nenamješten","24.11.2021.",8927,533,3397.468085106383,"3","Ilidža","2021-11-24",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"BAULAND/ Četverosoban stan/ Ilidža SKY/ Novogradnja!","https://www.olx.ba/artikal/48531959/bauland-cetverosoban-stan-ilidza-sky-novogradnja/",448494,TRUE,"novo","Ilidža",132,"Četverosoban (4)","Nenamješten","17.06.2022.",1153,527,3397.681818181818,"4","Ilidža","2022-06-17",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"BAULAND/ Četverosoban stan/ Ilidža SKY/ Novogradnja","https://www.olx.ba/artikal/48531449/bauland-cetverosoban-stan-ilidza-sky-novogradnja/",428125,TRUE,"novo","Ilidža",126,"Četverosoban (4)","Nenamješten","17.06.2022.",1582,526,3397.8174603174602,"4","Ilidža","2022-06-17",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan u Dobrinji, II sprat, lift","https://www.olx.ba/artikal/50981225/stan-u-dobrinji-ii-sprat-lift/",187000,TRUE,"korišteno","Sarajevo, Novi Grad",55,"Dvosoban (2)","Nenamješten","16.12.2022.",395,1027,3400,"2","Sarajevo","2022-12-16",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Trosoban stan Ilidža Towers Sarajevo 91 m2 7 sprat","https://www.olx.ba/artikal/46484761/trosoban-stan-ilidza-towers-sarajevo-91-m2-7-sprat/",309400,TRUE,"novo","Ilidža",91,"Trosoban (3)","Nenamješten","25.01.2022.",1460,1694,3400,"3","Ilidža","2022-01-25",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Trosoban renoviran stan, Mejtaš","https://www.olx.ba/artikal/50337525/trosoban-renoviran-stan-mejtas/",330000,TRUE,"korišteno","Stari Grad",97,"Trosoban (3)","Namješten","02.11.2022.",767,852,3402.061855670103,"3","Sarajevo","2022-11-02",131,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Professionals/stan/Hrasno/Novi Grad/Sarajevo","https://www.olx.ba/artikal/49464393/professionals-stan-hrasno-novi-grad-sarajevo/",235000,TRUE,"korišteno","Sarajevo, Novi Grad",69.04,"Dvosoban (2)","Namješten","30.08.2022.",2428,748,3403.823870220162,"2","Sarajevo","2022-08-30",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan, 44 kv, uskoro useljiv, odlična dinamika plaćanja","https://www.olx.ba/artikal/48383630/stan-44-kv-uskoro-useljiv-odlicna-dinamika-placanja/",150000,TRUE,"novo","Banja Luka",44,"Dvosoban (2)","Namješten","06.06.2022.",4184,782,3409.090909090909,"2","Banja Luka","2022-06-06",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Četverosoban dvoetažni stan, 88m2, Koševsko Brdo","https://www.olx.ba/artikal/50470746/cetverosoban-dvoetazni-stan-88m2-kosevsko-brdo/",300000,TRUE,"korišteno","Sarajevo - Centar",88,"Četverosoban (4)","Polunamješten","11.11.2022.",638,1941,3409.090909090909,"4","Sarajevo","2022-11-11",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Sarajevo - Centar","https://www.olx.ba/artikal/49432537/stan-sarajevo-centar/",307000,TRUE,"korišteno","Sarajevo - Centar",90,"Trosoban (3)","Polunamješten","27.08.2022.",7460,1757,3411.1111111111113,"3","Sarajevo","2022-08-27",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Grand Centar Ilidža","https://www.olx.ba/artikal/50158773/stan-grand-centar-ilidza/",198000,TRUE,"novo","Ilidža",58,"Dvosoban (2)","Namješten","20.10.2022.",1696,372,3413.793103448276,"2","Ilidža","2022-10-20",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Prodajem trosoban stan 70m2 u Slobodana Kusturica","https://www.olx.ba/artikal/47272048/prodajem-trosoban-stan-70m2-u-slobodana-kusturica/",239000,TRUE,"korišteno","Banja Luka",70,"Trosoban (3)","Namješten","15.03.2022.",3927,2475,3414.285714285714,"3","Banja Luka","2022-03-15",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan Koševsko brdo","https://www.olx.ba/artikal/47957165/stan-kosevsko-brdo/",246000,TRUE,"korišteno","Sarajevo - Centar",72,"Trosoban (3)","Polunamješten","03.05.2022.",2938,2169,3416.6666666666665,"3","Sarajevo","2022-05-03",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"MY SPACE/ Stan/ Centar/ Hamze Hume/ 38(45)m2","https://www.olx.ba/artikal/46788355/my-space-stan-centar-hamze-hume-38-45m2/",130000,TRUE,"korišteno","Sarajevo - Centar",38,"Jednosoban (1)","Nenamješten","11.02.2022.",11234,391,3421.0526315789475,"1","Sarajevo","2022-02-11",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Jednosoban stan Centar/Sarajevo 38m2","https://www.olx.ba/artikal/47175312/jednosoban-stan-centar-sarajevo-38m2/",130000,TRUE,"korišteno","Sarajevo - Centar",38,"Jednosoban (1)","Nenamješten","09.03.2022.",13526,1045,3421.0526315789475,"1","Sarajevo","2022-03-09",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Sarajevo Otoka Jednosoban 39kv Moderno namjesten","https://www.olx.ba/artikal/51095967/stan-sarajevo-otoka-jednosoban-39kv-moderno-namjesten/",133500,TRUE,"korišteno","Sarajevo, Novi Grad",39,"Jednosoban (1)","Namješten","24.12.2022.",2054,6,3423.076923076923,"1","Sarajevo","2022-12-24",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"BAULAND/ Trosoban stan-73m2 / Hadži-Idrizova, Centar","https://www.olx.ba/artikal/44322911/bauland-trosoban-stan-73m2-hadzi-idrizova-centar/",250000,TRUE,"korišteno","Sarajevo - Centar",73,"Trosoban (3)","Nenamješten","19.08.2021.",4350,771,3424.6575342465753,"3","Sarajevo","2021-08-19",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan / Pofalići / Zmaja od Bosne","https://www.olx.ba/artikal/49162901/dvosoban-stan-pofalici-zmaja-od-bosne/",209000,TRUE,"korišteno","Novo Sarajevo",61,"Dvosoban (2)","Namješten","05.08.2022.",4071,2327,3426.2295081967213,"2","Sarajevo","2022-08-05",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan, Pofalići","https://www.olx.ba/artikal/50629785/dvosoban-stan-pofalici/",199000,TRUE,"korišteno","Novo Sarajevo",58,"Dvosoban (2)","Nenamješten","21.11.2022.",1115,860,3431.0344827586205,"2","Sarajevo","2022-11-21",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan Banja Luka","https://www.olx.ba/artikal/50835417/stan-banja-luka/",350000,TRUE,"korišteno","Banja Luka",102,"Četverosoban (4)","Polunamješten","06.12.2022.",1142,201,3431.372549019608,"4","Banja Luka","2022-12-06",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Odličan čeverosoban stan novije gradnje, 102m2","https://www.olx.ba/artikal/50511817/odlican-ceverosoban-stan-novije-gradnje-102m2/",350000,TRUE,"korišteno","Banja Luka",102,"Četverosoban (4)","Polunamješten","14.11.2022.",1098,1132,3431.372549019608,"4","Banja Luka","2022-11-14",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan Stup - Sarajevo","https://www.olx.ba/artikal/50892463/stan-stup-sarajevo/",230000,TRUE,"korišteno","Ilidža",67,"Dvosoban (2)","Polunamješten","10.12.2022.",232,2046,3432.8358208955224,"2","Ilidža","2022-12-10",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan 83m2 | Ulica Ferhadija | Centar Sarajevo","https://www.olx.ba/artikal/50250981/stan-83m2-ulica-ferhadija-centar-sarajevo/",285000,TRUE,"korišteno","Sarajevo - Centar",83,"Četverosoban (4)","Namješten","27.10.2022.",1486,457,3433.734939759036,"4","Sarajevo","2022-10-27",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan 53m2 Trg Heroja-Hrasno","https://www.olx.ba/artikal/49316762/dvosoban-stan-53m2-trg-heroja-hrasno/",182000,TRUE,"korišteno","Novo Sarajevo",53,"Dvosoban (2)","Nenamješten","18.08.2022.",4990,3026,3433.9622641509436,"2","Sarajevo","2022-08-18",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"LOCUS: Trosoban stan na 1. spratu, Mejtaš, Centar","https://www.olx.ba/artikal/43287240/locus-trosoban-stan-na-1-spratu-mejtas-centar/",299000,TRUE,"korišteno","Sarajevo - Centar",87,"Trosoban (3)","Namješten","27.05.2021.",7557,507,3436.7816091954023,"3","Sarajevo","2021-05-27",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan/ Centar/ Mejtaš/ Trosoban","https://www.olx.ba/artikal/44281236/stan-centar-mejtas-trosoban/",299000,TRUE,"korišteno","Sarajevo - Centar",87,"Trosoban (3)","Namješten","15.08.2021.",5397,790,3436.7816091954023,"3","Sarajevo","2021-08-15",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Trosoban stan - Otoka - Hrasno - Grbavica","https://www.olx.ba/artikal/51121110/trosoban-stan-otoka-hrasno-grbavica/",220000,TRUE,"korišteno","Sarajevo, Novi Grad",64,"Trosoban (3)","Polunamješten","26.12.2022.",165,439,3437.5,"3","Sarajevo","2022-12-26",291,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Stan 5 soban, Ciglane balkon 25m2","https://www.olx.ba/artikal/49333954/stan-5-soban-ciglane-balkon-25m2/",344000,TRUE,"korišteno","Sarajevo - Centar",100,"Petosoban i više","Nenamješten","20.08.2022.",4575,143,3440,"5+","Sarajevo","2022-08-20",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"M2: Centar, Šenoina ulica. Trosoban stan 84m2","https://www.olx.ba/artikal/50039072/m2-centar-senoina-ulica-trosoban-stan-84m2/",289000,TRUE,"korišteno","Sarajevo - Centar",84,"Trosoban (3)","Nenamješten","12.10.2022.",1809,1423,3440.4761904761904,"3","Sarajevo","2022-10-12",392,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"DHM prodaje namješten stan u centru Ilidže","https://www.olx.ba/artikal/49250188/dhm-prodaje-namjesten-stan-u-centru-ilidze/",179000,TRUE,"korišteno","Ilidža",52,"Četverosoban (4)","Namješten","12.08.2022.",1830,1190,3442.3076923076924,"4","Ilidža","2022-08-12",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"PROSTOR prodaje: Trosoban stan, Socijalno","https://www.olx.ba/artikal/49289658/prostor-prodaje-trosoban-stan-socijalno/",210000,TRUE,"korišteno","Novo Sarajevo",61,"Trosoban (3)","Nenamješten","16.08.2022.",5344,980,3442.622950819672,"3","Sarajevo","2022-08-16",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Dvosoban stan Stup Tibra Ilidža 45m2","https://www.olx.ba/artikal/51117466/dvosoban-stan-stup-tibra-ilidza-45m2/",155000,TRUE,"korišteno","Ilidža",45,"Dvosoban (2)","Namješten","26.12.2022.",133,547,3444.4444444444443,"2","Ilidža","2022-12-26",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Prostran trosoban stan od 81m2, Kovačići","https://www.olx.ba/artikal/47673036/prostran-trosoban-stan-od-81m2-kovacici/",279000,TRUE,"korišteno","Novo Sarajevo",81,"Trosoban (3)","Namješten","12.04.2022.",5843,1226,3444.4444444444443,"3","Sarajevo","2022-04-12",248,"Sarajevo",43.8667,18.4167,"Bosnia And Herzegovina","primary",275524,275524
"Trosoban stan 45m2 Banjaluka Banja Luka","https://www.olx.ba/artikal/50148015/trosoban-stan-45m2-banjaluka-banja-luka/",155000,TRUE,"korišteno","Banja Luka",45,"Trosoban (3)","Namješten","19.10.2022.",4072,1623,3444.4444444444443,"3","Banja Luka","2022-10-19",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Četverosoban stan 90m2 - Centar","https://www.olx.ba/artikal/43293605/cetverosoban-stan-90m2-centar/",310000,TRUE,"korišteno","Banja Luka",90,"Četverosoban (4)","Namješten","27.05.2021.",3033,1874,3444.4444444444443,"4","Banja Luka","2021-05-27",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"MY SPACE/ Stan/ Ilidza/ Luzani/ RENOVIRAN/ 74 m2","https://www.olx.ba/artikal/50895745/my-space-stan-ilidza-luzani-renoviran-74-m2/",255000,TRUE,"korišteno","Ilidža",74,"Trosoban (3)","Nenamješten","10.12.2022.",942,37,3445.945945945946,"3","Ilidža","2022-12-10",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"NN nekretnine: Trosoban renoviran stan - Lužani","https://www.olx.ba/artikal/51112647/nn-nekretnine-trosoban-renoviran-stan-luzani/",255000,TRUE,"novo","Ilidža",74,"Trosoban (3)","Polunamješten","26.12.2022.",138,95,3445.945945945946,"3","Ilidža","2022-12-26",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Stan 74m2 | Ulica Samira Ćatovića Kobre br.5 | Ilidža","https://www.olx.ba/artikal/51086378/stan-74m2-ulica-samira-catovica-kobre-br-5-ilidza/",255000,TRUE,"korišteno","Ilidža",74,"Trosoban (3)","Nenamješten","24.12.2022.",112,943,3445.945945945946,"3","Ilidža","2022-12-24",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Prekrasan trosoban stan 74m2, Ilidza-Luzani","https://www.olx.ba/artikal/50440732/prekrasan-trosoban-stan-74m2-ilidza-luzani/",255000,TRUE,"korišteno","Ilidža",74,"Trosoban (3)","Polunamješten","09.11.2022.",1846,2583,3445.945945945946,"3","Ilidža","2022-11-09",224,"Big Cities",43.8331,18.3039,"Bosnia And Herzegovina","minor",NA,NA
"Na prodaju nov trosoban stan u Novoj Varoši 66 m2","https://www.olx.ba/artikal/49311990/na-prodaju-nov-trosoban-stan-u-novoj-varosi-66-m2/",227500,TRUE,"novo","Banja Luka",66,"Trosoban (3)","Nenamješten","18.08.2022.",1115,1148,3446.969696969697,"3","Banja Luka","2022-08-18",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
"Stan 65 m² - Banja Luka - Nova Varoš","https://www.olx.ba/artikal/41490584/stan-65-m-banja-luka-nova-varos/",227500,TRUE,"novo","Banja Luka",66,"Trosoban (3)","Nenamješten","25.01.2021.",13592,2658,3446.969696969697,"3","Banja Luka","2021-01-25",421,"Big Cities",44.7667,17.1833,"Bosnia And Herzegovina","admin",199191,199191
