price,status,city,size,equipped,pricePerSquareMeter,cityShort,count,cityCat,capital,population,year,month,numOfRooms
167000,0,Tesanj,106,0,1575.47,Tesanj,8,Others,minor,43063,2022,8,3
60000,0,Tuzla,38,2,1578.95,Tuzla,199,Big Cities,minor,110979,2022,5,1
150000,0,Cazin,95,2,1578.95,Cazin,5,Others,minor,66149,2022,8,3
190000,0,Zenica,120,2,1583.33,Zenica,70,Big Cities,minor,110663,2021,9,4
149000,0,Banja Luka,94,0,1585.11,Banja Luka,421,Big Cities,admin,185042,2021,12,2
113000,0,Lukavica,71,0,1591.55,Lukavica,74,Big Cities,minor,7785,2022,8,3
133552,1,Brcko,83.5,0,1599.43,Brcko,199,Big Cities,admin,83516,2019,8,3
91200,0,Brcko,57,2,1600,Brcko,199,Big Cities,admin,83516,2022,3,2
91200,0,Brcko,57,2,1600,Brcko,199,Big Cities,admin,83516,2018,6,2
83680,0,Brcko,52.3,1,1600,Brcko,199,Big Cities,admin,83516,2017,10,1
80000,0,Bratunac,50,0,1600,Bratunac,2,Others,minor,20340,2022,11,2
136000,0,Brcko,85,0,1600,Brcko,199,Big Cities,admin,83516,2022,8,3
112000,0,Banovici,70,2,1600,Banovici,2,Others,minor,22773,2022,11,3
88000,0,Prijedor,55,2,1600,Prijedor,19,Others,minor,89397,2022,11,2
72000,0,Stari Grad,45,0,1600,Sarajevo,131,Sarajevo,primary,275524,2022,7,2
120000,0,Bugojno,75,2,1600,Bugojno,3,Others,minor,31470,2022,8,2
102977,1,Banja Luka,64,0,1609.02,Banja Luka,421,Big Cities,admin,185042,2022,5,2
140000,0,Novo Sarajevo,87,0,1609.2,Sarajevo,248,Sarajevo,primary,275524,2022,12,3
95000,0,Brcko,59,1,1610.17,Brcko,199,Big Cities,admin,83516,2020,8,2
105000,0,Brcko,65,0,1615.38,Brcko,199,Big Cities,admin,83516,2022,4,3
105300,1,Brcko,65,0,1620,Brcko,199,Big Cities,admin,83516,2020,5,2
120000,0,Brcko,74,2,1621.62,Brcko,199,Big Cities,admin,83516,2022,10,3
120000,0,Brcko,74,2,1621.62,Brcko,199,Big Cities,admin,83516,2022,10,3
86000,0,Tesanj,53,0,1622.64,Tesanj,8,Others,minor,43063,2022,8,3
130000,0,Lukavica,80,1,1625,Lukavica,74,Big Cities,minor,7785,2022,12,3
65000,0,Tuzla,40,0,1625,Tuzla,199,Big Cities,minor,110979,2022,12,2
65000,0,Gradiska,40,1,1625,Gradiska,19,Others,minor,51727,2022,10,1
130000,0,Zenica,80,0,1625,Zenica,70,Big Cities,minor,110663,2022,2,3
185500,0,"Sarajevo, Novi Grad",114,0,1627.19,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
98000,0,Banovici,60,2,1633.33,Banovici,2,Others,minor,22773,2022,11,2
125000,0,Travnik,76.39,0,1636.34,Travnik,20,Others,minor,53482,2022,3,2
180000,0,Novo Sarajevo,110,1,1636.36,Sarajevo,248,Sarajevo,primary,275524,2022,12,4
95000,1,Brcko,58,1,1637.93,Brcko,199,Big Cities,admin,83516,2019,4,1
105000,0,Brcko,64,1,1640.62,Brcko,199,Big Cities,admin,83516,2022,8,1
128000,0,Lukavica,78,2,1641.03,Lukavica,74,Big Cities,minor,7785,2022,10,3
79000,0,Visoko,48,0,1645.83,Visoko,3,Others,minor,39938,2021,12,2
94000,0,Tuzla,57,0,1649.12,Tuzla,199,Big Cities,minor,110979,2022,9,2
165000,0,Lukavac,100,2,1650,Lukavac,18,Others,minor,44520,2022,12,3
77600,0,Ilidza,47,2,1651.06,Ilidza,224,Big Cities,minor,66730,2022,9,2
73177,0,Brcko,44.25,0,1653.72,Brcko,199,Big Cities,admin,83516,2022,9,1
78000,0,Tuzla,47,2,1659.57,Tuzla,199,Big Cities,minor,110979,2021,5,2
91000,1,Doboj,54.7,0,1663.62,Doboj,22,Others,minor,71441,2022,10,2
120000,0,Brcko,72,0,1666.67,Brcko,199,Big Cities,admin,83516,2016,5,3
170000,0,Lukavica,102,0,1666.67,Lukavica,74,Big Cities,minor,7785,2018,7,3
80000,0,Brcko,48,1,1666.67,Brcko,199,Big Cities,admin,83516,2022,9,1
130000,0,Ilidza,78,0,1666.67,Ilidza,224,Big Cities,minor,66730,2022,8,3
90000,0,Brcko,54,0,1666.67,Brcko,199,Big Cities,admin,83516,2018,3,2
88450,0,Brcko,53,2,1668.87,Brcko,199,Big Cities,admin,83516,2021,5,1
121000,0,Prijedor,72,1,1680.56,Prijedor,19,Others,minor,89397,2022,11,3
64000,0,Grad Mostar,38,2,1684.21,Grad Mostar,44,Big Cities,minor,105797,2022,7,1
130000,0,Gracanica,77,2,1688.31,Gracanica,2,Others,minor,45220,2022,11,3
130000,0,Lukavica,77,2,1688.31,Lukavica,74,Big Cities,minor,7785,2022,10,3
110000,1,Modrica,65,2,1692.31,Modrica,8,Others,minor,25720,2022,7,2
88000,1,Brcko,52,2,1692.31,Brcko,199,Big Cities,admin,83516,2022,10,2
149000,0,Brcko,88,0,1693.18,Brcko,199,Big Cities,admin,83516,2020,9,3
98500,0,Brcko,58.15,1,1693.9,Brcko,199,Big Cities,admin,83516,2022,11,1
100000,0,Brcko,59,2,1694.92,Brcko,199,Big Cities,admin,83516,2020,10,2
164152,1,Cazin,96.6,0,1699.3,Cazin,5,Others,minor,66149,2022,8,3
59653,1,Gradiska,35.09,0,1700,Gradiska,19,Others,minor,51727,2021,10,2
113900,1,Brcko,67,2,1700,Brcko,199,Big Cities,admin,83516,2022,11,1
148070,1,Gradiska,87.1,0,1700,Gradiska,19,Others,minor,51727,2021,10,4
113900,0,Brcko,67,2,1700,Brcko,199,Big Cities,admin,83516,2022,11,1
149600,0,Brcko,88,0,1700,Brcko,199,Big Cities,admin,83516,2022,9,3
119000,0,Bijeljina,70,0,1700,Bijeljina,90,Big Cities,minor,107715,2022,9,3
91800,0,Ilidza,54,2,1700,Ilidza,224,Big Cities,minor,66730,2022,5,2
93500,0,Brcko,55,1,1700,Brcko,199,Big Cities,admin,83516,2022,12,1
98600,0,Brcko,58,1,1700,Brcko,199,Big Cities,admin,83516,2022,11,1
129200,0,Brcko,76,0,1700,Brcko,199,Big Cities,admin,83516,2022,11,1
64600,0,Banja Luka,38,0,1700,Banja Luka,421,Big Cities,admin,185042,2022,12,1
187000,0,Stari Grad,110,0,1700,Sarajevo,131,Sarajevo,primary,275524,2020,9,4
129200,1,Brcko,76,2,1700,Brcko,199,Big Cities,admin,83516,2022,11,1
114000,0,Ilidza,67,1,1701.49,Ilidza,224,Big Cities,minor,66730,2022,3,2
75000,1,Tesanj,44,0,1704.55,Tesanj,8,Others,minor,43063,2022,10,1
150000,0,Lukavica,88,2,1704.55,Lukavica,74,Big Cities,minor,7785,2022,11,4
68250,1,Brcko,40,2,1706.25,Brcko,199,Big Cities,admin,83516,2018,5,1
140000,0,Brcko,82,1,1707.32,Brcko,199,Big Cities,admin,83516,2022,4,3
82000,0,Brcko,48,1,1708.33,Brcko,199,Big Cities,admin,83516,2022,8,2
159000,0,Konjic,93,2,1709.68,Konjic,7,Others,minor,25148,2022,8,2
250000,0,Sarajevo - Centar,146,0,1712.33,Sarajevo,392,Sarajevo,primary,275524,2022,11,4
103000,0,Grad Mostar,60,2,1716.67,Grad Mostar,44,Big Cities,minor,105797,2022,7,2
110000,0,Konjic,64,0,1718.75,Konjic,7,Others,minor,25148,2022,4,2
215000,0,Zenica,125,2,1720,Zenica,70,Big Cities,minor,110663,2021,11,5
96320,0,Capljina,56,0,1720,Capljina,3,Others,minor,26157,2022,10,2
86000,0,Gradiska,50,2,1720,Gradiska,19,Others,minor,51727,2022,10,2
139500,0,Bihac,81,1,1722.22,Bihac,17,Others,minor,56261,2018,8,3
100000,0,Travnik,58,1,1724.14,Travnik,20,Others,minor,53482,2022,11,2
276000,0,Sarajevo - Centar,160,2,1725,Sarajevo,392,Sarajevo,primary,275524,2022,7,4
380000,1,Kiseljak,220,0,1727.27,Kiseljak,2,Others,minor,20722,2022,7,5
105660,0,Teslic,61,2,1732.13,Teslic,3,Others,minor,38536,2022,12,2
130000,0,Brcko,75,2,1733.33,Brcko,199,Big Cities,admin,83516,2022,12,3
130000,0,Konjic,75,2,1733.33,Konjic,7,Others,minor,25148,2022,2,3
245000,0,Sarajevo - Centar,141,2,1737.59,Sarajevo,392,Sarajevo,primary,275524,2022,10,5
143850,0,Lukavac,82.2,0,1750,Lukavac,18,Others,minor,44520,2022,6,3
136500,0,Brcko,78,2,1750,Brcko,199,Big Cities,admin,83516,2018,4,3
82250,1,Bijeljina,47,0,1750,Bijeljina,90,Big Cities,minor,107715,2022,12,2
165000,0,Vogosca,94,0,1755.32,Vogosca,102,Big Cities,minor,26343,2022,9,4
102000,0,Vares,58,2,1758.62,Vares,7,Others,minor,8892,2022,10,2
95000,0,Prijedor,54,2,1759.26,Prijedor,19,Others,minor,89397,2022,9,2
440000,0,Sarajevo - Centar,250,2,1760,Sarajevo,392,Sarajevo,primary,275524,2022,7,5
95100,0,Bihac,54,0,1761.11,Bihac,17,Others,minor,56261,2022,10,2
95100,0,Bihac,54,0,1761.11,Bihac,17,Others,minor,56261,2022,10,2
97000,1,Bijeljina,55,0,1763.64,Bijeljina,90,Big Cities,minor,107715,2022,2,3
120000,0,Vogosca,68,2,1764.71,Vogosca,102,Big Cities,minor,26343,2020,4,2
120000,0,Vogosca,68,2,1764.71,Vogosca,102,Big Cities,minor,26343,2022,12,2
150000,0,Bijeljina,85,0,1764.71,Bijeljina,90,Big Cities,minor,107715,2022,8,3
85000,0,Brcko,48,2,1770.83,Brcko,199,Big Cities,admin,83516,2018,4,1
100940,0,Brcko,57,2,1770.88,Brcko,199,Big Cities,admin,83516,2019,1,2
250000,0,Sarajevo - Centar,141,0,1773.05,Sarajevo,392,Sarajevo,primary,275524,2022,6,5
250000,0,Sarajevo - Centar,141,2,1773.05,Sarajevo,392,Sarajevo,primary,275524,2022,9,5
215000,0,Grad Mostar,121,0,1776.86,Grad Mostar,44,Big Cities,minor,105797,2022,8,5
215000,0,Grad Mostar,121,0,1776.86,Grad Mostar,44,Big Cities,minor,105797,2022,11,3
79999,0,Kozarska Dubica,45,2,1777.76,Kozarska Dubica,4,Others,minor,21524,2022,11,2
224500,0,Brcko,126,0,1781.75,Brcko,199,Big Cities,admin,83516,2022,12,3
196000,1,Sarajevo - Centar,110,2,1781.82,Sarajevo,392,Sarajevo,primary,275524,2022,7,3
180000,0,"Sarajevo, Novi Grad",101,0,1782.18,Sarajevo,291,Sarajevo,primary,275524,2022,7,4
125000,0,Novo Sarajevo,70,0,1785.71,Sarajevo,248,Sarajevo,primary,275524,2021,7,4
259000,0,Sarajevo - Centar,145,2,1786.21,Sarajevo,392,Sarajevo,primary,275524,2022,9,5
170000,0,Lukavica,95,1,1789.47,Lukavica,74,Big Cities,minor,7785,2022,6,4
197000,0,Brcko,110,2,1790.91,Brcko,199,Big Cities,admin,83516,2022,12,3
165000,0,Ilidza,92,0,1793.48,Ilidza,224,Big Cities,minor,66730,2022,11,4
115000,0,Novi Grad,64,2,1796.88,Sarajevo,8,Sarajevo,primary,275524,2022,6,3
180000,0,Lukavica,100,0,1800,Lukavica,74,Big Cities,minor,7785,2022,7,4
138600,0,Bijeljina,77,0,1800,Bijeljina,90,Big Cities,minor,107715,2021,3,3
113400,0,Bijeljina,63,2,1800,Bijeljina,90,Big Cities,minor,107715,2022,1,3
99000,0,Brcko,55,0,1800,Brcko,199,Big Cities,admin,83516,2022,9,2
108000,0,Brcko,60,2,1800,Brcko,199,Big Cities,admin,83516,2021,4,1
90000,0,Kupres,50,2,1800,Kupres,1,Others,minor,5057,2022,12,1
75600,0,Zvornik,42,2,1800,Zvornik,1,Others,minor,58856,2022,8,2
147600,0,Travnik,82,2,1800,Travnik,20,Others,minor,53482,2022,7,4
109800,0,Bijeljina,61,2,1800,Bijeljina,90,Big Cities,minor,107715,2022,8,2
75600,0,Pale,42,1,1800,Pale,15,Others,minor,20909,2022,8,1
130000,0,Bijeljina,72,2,1805.56,Bijeljina,90,Big Cities,minor,107715,2022,3,3
85000,0,Lukavac,47,0,1808.51,Lukavac,18,Others,minor,44520,2022,12,2
85000,0,Brcko,47,2,1808.51,Brcko,199,Big Cities,admin,83516,2022,4,2
170000,0,Banja Luka,94,2,1808.51,Banja Luka,421,Big Cities,admin,185042,2022,9,3
125000,0,Tuzla,69,0,1811.59,Tuzla,199,Big Cities,minor,110979,2022,8,2
135000,0,Banja Luka,74.39,0,1814.76,Banja Luka,421,Big Cities,admin,185042,2018,7,3
155000,0,Lukavica,85,2,1823.53,Lukavica,74,Big Cities,minor,7785,2022,8,4
155000,0,Lukavica,85,0,1823.53,Lukavica,74,Big Cities,minor,7785,2022,12,3
115000,0,Bihac,63,2,1825.4,Bihac,17,Others,minor,56261,2021,7,3
64000,0,Brcko,35,1,1828.57,Brcko,199,Big Cities,admin,83516,2022,4,1
128000,1,Modrica,70,1,1828.57,Modrica,8,Others,minor,25720,2022,7,3
165000,1,Sarajevo - Centar,90,0,1833.33,Sarajevo,392,Sarajevo,primary,275524,2022,8,4
145000,0,"Sarajevo, Novi Grad",79,1,1835.44,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
180000,0,Tuzla,98,0,1836.73,Tuzla,199,Big Cities,minor,110979,2022,9,3
180000,0,Tuzla,98,0,1836.73,Tuzla,199,Big Cities,minor,110979,2022,9,3
180000,0,Tuzla,98,2,1836.73,Tuzla,199,Big Cities,minor,110979,2022,9,3
79000,1,Pale,43,1,1837.21,Pale,15,Others,minor,20909,2022,12,1
70000,0,Grad Mostar,38,2,1842.11,Grad Mostar,44,Big Cities,minor,105797,2022,12,1
70000,0,Bijeljina,38,2,1842.11,Bijeljina,90,Big Cities,minor,107715,2020,12,1
157000,0,Lukavica,85,0,1847.06,Lukavica,74,Big Cities,minor,7785,2022,10,4
92500,1,Bugojno,50,1,1850,Bugojno,3,Others,minor,31470,2022,10,2
76960,1,Kotor Varos,41.6,0,1850,Kotor Varos,6,Others,minor,19710,2022,5,1
77515,1,Kotor Varos,41.9,0,1850,Kotor Varos,6,Others,minor,19710,2022,5,2
81215,1,Kotor Varos,43.9,0,1850,Kotor Varos,6,Others,minor,19710,2022,5,1
125800,0,Bijeljina,68,0,1850,Bijeljina,90,Big Cities,minor,107715,2022,12,3
185000,0,Lukavica,100,2,1850,Lukavica,74,Big Cities,minor,7785,2022,11,4
75850,0,Bijeljina,41,0,1850,Bijeljina,90,Big Cities,minor,107715,2022,8,3
76775,1,Kotor Varos,41.5,0,1850,Kotor Varos,6,Others,minor,19710,2022,5,2
77700,1,Kotor Varos,42,0,1850,Kotor Varos,6,Others,minor,19710,2022,5,2
100640,1,Kotor Varos,54.4,0,1850,Kotor Varos,6,Others,minor,19710,2022,5,3
142500,0,"Sarajevo, Novi Grad",77,0,1850.65,Sarajevo,291,Sarajevo,primary,275524,2022,11,3
195000,0,"Sarajevo, Novi Grad",105,0,1857.14,Sarajevo,291,Sarajevo,primary,275524,2022,8,4
80000,0,Brcko,43,0,1860.47,Brcko,199,Big Cities,admin,83516,2021,6,1
160000,0,Tuzla,86,2,1860.47,Tuzla,199,Big Cities,minor,110979,2022,10,3
81900,0,Lukavica,44,1,1861.36,Lukavica,74,Big Cities,minor,7785,2022,12,1
125000,1,Kalesija,67,0,1865.67,Kalesija,1,Others,minor,33053,2022,11,2
90000,0,Brcko,48,1,1875,Brcko,199,Big Cities,admin,83516,2022,6,1
135000,0,Bihac,72,1,1875,Bihac,17,Others,minor,56261,2021,6,3
120000,1,Gradacac,64,0,1875,Gradacac,2,Others,minor,39340,2021,7,2
90000,0,Travnik,48,2,1875,Travnik,20,Others,minor,53482,2021,7,2
160000,0,Lukavica,85,2,1882.35,Lukavica,74,Big Cities,minor,7785,2022,11,4
100000,0,Novo Sarajevo,53.08,1,1883.95,Sarajevo,248,Sarajevo,primary,275524,2021,10,2
100000,0,Novo Sarajevo,53,2,1886.79,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
100000,0,Pale,53,1,1886.79,Pale,15,Others,minor,20909,2022,9,2
85000,1,Banja Luka,45,0,1888.89,Banja Luka,421,Big Cities,admin,185042,2022,11,2
70004,0,Bijeljina,37,2,1892,Bijeljina,90,Big Cities,minor,107715,2022,12,1
108000,0,Bijeljina,57,2,1894.74,Bijeljina,90,Big Cities,minor,107715,2022,4,1
55000,0,Brcko,29,2,1896.55,Brcko,199,Big Cities,admin,83516,2022,9,1
167000,0,Doboj,88,2,1897.73,Doboj,22,Others,minor,71441,2022,1,3
141000,0,Tuzla,74.27,0,1898.48,Tuzla,199,Big Cities,minor,110979,2022,6,3
140600,0,Gradiska,74,0,1900,Gradiska,19,Others,minor,51727,2022,10,3
97223,1,Lukavica,51.17,0,1900,Lukavica,74,Big Cities,minor,7785,2022,10,2
58900,0,Grad Mostar,31,2,1900,Grad Mostar,44,Big Cities,minor,105797,2022,12,1
134900,0,Bihac,71,0,1900,Bihac,17,Others,minor,56261,2022,9,3
140600,1,Gradiska,74,0,1900,Gradiska,19,Others,minor,51727,2022,10,3
95000,0,Brcko,50,2,1900,Brcko,199,Big Cities,admin,83516,2022,2,2
159600,0,Lukavica,84,1,1900,Lukavica,74,Big Cities,minor,7785,2022,7,4
160000,0,"Banjalucka, Novi Grad",84,2,1904.76,Sarajevo,2,Sarajevo,primary,275524,2022,9,3
170000,0,"Sarajevo, Novi Grad",89,0,1910.11,Sarajevo,291,Sarajevo,primary,275524,2022,10,4
159000,0,Lukavica,83,0,1915.66,Lukavica,74,Big Cities,minor,7785,2022,6,4
230000,0,Zenica,120,0,1916.67,Zenica,70,Big Cities,minor,110663,2021,8,5
150000,0,Zenica,78.25,2,1916.93,Zenica,70,Big Cities,minor,110663,2022,10,3
140000,0,Tuzla,73,1,1917.81,Tuzla,199,Big Cities,minor,110979,2022,9,3
117000,0,"Sarajevo, Novi Grad",61,1,1918.03,Sarajevo,291,Sarajevo,primary,275524,2022,9,2
165000,0,Banja Luka,86,2,1918.6,Banja Luka,421,Big Cities,admin,185042,2022,11,3
125000,0,Pale,65,2,1923.08,Pale,15,Others,minor,20909,2022,11,3
150000,0,Zenica,78,0,1923.08,Zenica,70,Big Cities,minor,110663,2022,3,3
135000,0,Tuzla,70,1,1928.57,Tuzla,199,Big Cities,minor,110979,2022,7,4
135000,1,Doboj,70,0,1928.57,Doboj,22,Others,minor,71441,2022,10,3
135000,0,Lukavica,70,2,1928.57,Lukavica,74,Big Cities,minor,7785,2022,6,3
135000,0,Travnik,70,1,1928.57,Travnik,20,Others,minor,53482,2022,11,3
167800,1,Gradiska,87,0,1928.74,Gradiska,19,Others,minor,51727,2022,8,4
180000,0,Zenica,93,0,1935.48,Zenica,70,Big Cities,minor,110663,2022,6,4
93000,0,Bijeljina,48,0,1937.5,Bijeljina,90,Big Cities,minor,107715,2022,10,1
105000,0,Gradiska,54,0,1944.44,Gradiska,19,Others,minor,51727,2022,11,2
122650,1,Lukavica,63,0,1946.83,Lukavica,74,Big Cities,minor,7785,2022,5,3
72150,0,Gradiska,37,0,1950,Gradiska,19,Others,minor,51727,2022,11,1
97500,0,Gradiska,50,2,1950,Gradiska,19,Others,minor,51727,2022,9,2
129000,0,Lukavica,66.1,0,1951.59,Lukavica,74,Big Cities,minor,7785,2022,12,3
90000,0,Banja Luka,46,0,1956.52,Banja Luka,421,Big Cities,admin,185042,2022,7,1
92000,0,Banja Luka,47,1,1957.45,Banja Luka,421,Big Cities,admin,185042,2022,11,2
120000,0,Brcko,61,0,1967.21,Brcko,199,Big Cities,admin,83516,2022,10,2
120000,0,Grad Mostar,61,1,1967.21,Grad Mostar,44,Big Cities,minor,105797,2019,7,2
120000,0,Zenica,61,2,1967.21,Zenica,70,Big Cities,minor,110663,2022,8,2
78800,0,Vogosca,40,0,1970,Vogosca,102,Big Cities,minor,26343,2022,12,2
98500,0,Tuzla,50,2,1970,Tuzla,199,Big Cities,minor,110979,2022,11,2
156000,0,"Sarajevo, Novi Grad",79,0,1974.68,Sarajevo,291,Sarajevo,primary,275524,2020,11,2
180000,0,Bihac,91,2,1978.02,Bihac,17,Others,minor,56261,2021,6,4
117612,1,Gradiska,59.4,0,1980,Gradiska,19,Others,minor,51727,2022,11,3
104346,1,Gradiska,52.7,0,1980,Gradiska,19,Others,minor,51727,2022,6,2
115000,0,Lukavica,58,0,1982.76,Lukavica,74,Big Cities,minor,7785,2022,4,2
119000,0,Ilidza,60,1,1983.33,Ilidza,224,Big Cities,minor,66730,2022,12,3
140000,1,Visoko,70.49,0,1986.1,Visoko,3,Others,minor,39938,2022,8,3
145000,0,Tuzla,73,2,1986.3,Tuzla,199,Big Cities,minor,110979,2017,5,3
185000,0,Lukavac,93,2,1989.25,Lukavac,18,Others,minor,44520,2022,8,3
71640,1,Gradiska,36,0,1990,Gradiska,19,Others,minor,51727,2022,7,1
93000,0,Brcko,46.58,2,1996.57,Brcko,199,Big Cities,admin,83516,2016,5,1
150320,0,Ilidza,75.2,0,1998.94,Ilidza,224,Big Cities,minor,66730,2022,12,3
250000,0,Ilidza,125,0,2000,Ilidza,224,Big Cities,minor,66730,2022,9,4
106000,0,"Sarajevo, Novi Grad",53,0,2000,Sarajevo,291,Sarajevo,primary,275524,2022,12,2
163400,0,Tuzla,81.7,0,2000,Tuzla,199,Big Cities,minor,110979,2022,12,4
120000,0,Lukavica,60,0,2000,Lukavica,74,Big Cities,minor,7785,2022,5,3
130000,0,Velika Kladusa,65,2,2000,Velika Kladusa,3,Others,minor,40419,2022,7,2
80000,0,Bijeljina,40,0,2000,Bijeljina,90,Big Cities,minor,107715,2022,12,1
230000,0,Zenica,115,0,2000,Zenica,70,Big Cities,minor,110663,2019,3,3
120000,0,Brcko,60,0,2000,Brcko,199,Big Cities,admin,83516,2021,11,2
188000,0,Banja Luka,94,0,2000,Banja Luka,421,Big Cities,admin,185042,2022,6,4
60000,0,Grad Mostar,30,2,2000,Grad Mostar,44,Big Cities,minor,105797,2022,7,1
108000,0,Gradiska,54,0,2000,Gradiska,19,Others,minor,51727,2020,4,2
174000,0,Prijedor,87,2,2000,Prijedor,19,Others,minor,89397,2022,8,3
110000,1,Pale,55,0,2000,Pale,15,Others,minor,20909,2022,7,2
132000,0,Laktasi,66,0,2000,Laktasi,4,Others,minor,34966,2018,9,3
156000,0,Hadzici,78,2,2000,Hadzici,6,Others,minor,23891,2022,12,3
180000,0,Sarajevo - Centar,90,1,2000,Sarajevo,392,Sarajevo,primary,275524,2022,1,3
130000,0,Bihac,65,0,2000,Bihac,17,Others,minor,56261,2022,11,3
100000,1,Lukavac,50,2,2000,Lukavac,18,Others,minor,44520,2022,11,2
80000,0,Prijedor,40,0,2000,Prijedor,19,Others,minor,89397,2022,11,1
200000,1,Sarajevo - Centar,100,0,2000,Sarajevo,392,Sarajevo,primary,275524,2022,9,4
230000,0,Vogosca,115,1,2000,Vogosca,102,Big Cities,minor,26343,2022,10,5
214000,1,Zenica,107,2,2000,Zenica,70,Big Cities,minor,110663,2022,6,4
120000,0,Grad Mostar,60,2,2000,Grad Mostar,44,Big Cities,minor,105797,2022,8,2
140000,0,Cazin,70,2,2000,Cazin,5,Others,minor,66149,2022,8,2
98000,0,Pale,49,1,2000,Pale,15,Others,minor,20909,2022,8,1
145000,0,Grad Mostar,72,2,2013.89,Grad Mostar,44,Big Cities,minor,105797,2022,12,2
137000,0,Ilidza,68,2,2014.71,Ilidza,224,Big Cities,minor,66730,2022,12,3
131000,1,Brcko,65,0,2015.38,Brcko,199,Big Cities,admin,83516,2017,9,3
115000,0,Tuzla,57,2,2017.54,Tuzla,199,Big Cities,minor,110979,2022,12,2
93000,0,Brcko,46,1,2021.74,Brcko,199,Big Cities,admin,83516,2022,12,1
180000,0,Brcko,89,2,2022.47,Brcko,199,Big Cities,admin,83516,2019,4,4
85000,0,Bijeljina,42,1,2023.81,Bijeljina,90,Big Cities,minor,107715,2022,11,2
170000,0,Travnik,84,0,2023.81,Travnik,20,Others,minor,53482,2022,8,3
85000,0,Bijeljina,42,1,2023.81,Bijeljina,90,Big Cities,minor,107715,2022,9,1
79000,0,Tuzla,39,2,2025.64,Tuzla,199,Big Cities,minor,110979,2021,9,1
75000,0,Brcko,37,2,2027.03,Brcko,199,Big Cities,admin,83516,2022,12,1
130000,0,Novi Grad,64,1,2031.25,Sarajevo,8,Sarajevo,primary,275524,2022,12,3
130000,0,Novi Grad,64,1,2031.25,Sarajevo,8,Sarajevo,primary,275524,2022,10,3
120000,0,Brcko,59,2,2033.9,Brcko,199,Big Cities,admin,83516,2022,6,1
177000,0,Zenica,87,0,2034.48,Zenica,70,Big Cities,minor,110663,2022,9,4
120000,0,Ilidza,58.91,1,2037.01,Ilidza,224,Big Cities,minor,66730,2020,11,3
110000,0,"Sarajevo, Novi Grad",54,1,2037.04,Sarajevo,291,Sarajevo,primary,275524,2022,11,1
110000,0,Brcko,54,2,2037.04,Brcko,199,Big Cities,admin,83516,2022,6,3
159000,0,"Sarajevo, Novi Grad",78,2,2038.46,Sarajevo,291,Sarajevo,primary,275524,2021,3,4
99900,0,Banja Luka,49,1,2038.78,Banja Luka,421,Big Cities,admin,185042,2022,12,3
145000,0,Ilidza,71,2,2042.25,Ilidza,224,Big Cities,minor,66730,2022,12,3
96000,0,Pale,47,2,2042.55,Pale,15,Others,minor,20909,2022,6,1
190000,0,Novo Sarajevo,93,0,2043.01,Sarajevo,248,Sarajevo,primary,275524,2021,5,4
285000,0,Sarajevo - Centar,139.5,1,2043.01,Sarajevo,392,Sarajevo,primary,275524,2019,8,4
94000,1,Ilidza,46,0,2043.48,Ilidza,224,Big Cities,minor,66730,2022,7,2
240000,0,"Sarajevo, Novi Grad",117.4,2,2044.29,Sarajevo,291,Sarajevo,primary,275524,2022,6,4
170000,0,Zenica,83,0,2048.19,Zenica,70,Big Cities,minor,110663,2022,12,3
94500,0,Ilidza,46.1,0,2049.89,Ilidza,224,Big Cities,minor,66730,2022,12,2
205000,0,"Sarajevo, Novi Grad",100,2,2050,Sarajevo,291,Sarajevo,primary,275524,2022,6,4
160000,0,Vogosca,78,0,2051.28,Vogosca,102,Big Cities,minor,26343,2022,3,3
160000,0,Zepce,78,0,2051.28,Zepce,2,Others,minor,30219,2022,12,3
94587,0,Ilidza,46.1,0,2051.78,Ilidza,224,Big Cities,minor,66730,2022,10,1
146000,0,Bihac,71,1,2056.34,Bihac,17,Others,minor,56261,2022,1,3
123500,0,Ilidza,60,0,2058.33,Ilidza,224,Big Cities,minor,66730,2021,3,2
70000,0,Travnik,34,0,2058.82,Travnik,20,Others,minor,53482,2022,8,1
78197,0,Ilijas,37.96,1,2060,Ilijas,1,Others,minor,19603,2022,12,2
130000,0,"Sarajevo, Novi Grad",63,2,2063.49,Sarajevo,291,Sarajevo,primary,275524,2022,9,3
300000,0,Stari Grad,145,2,2068.97,Sarajevo,131,Sarajevo,primary,275524,2019,12,5
240000,0,Ilidza,116,2,2068.97,Ilidza,224,Big Cities,minor,66730,2020,9,4
120000,0,"Sarajevo, Novi Grad",58,1,2068.97,Sarajevo,291,Sarajevo,primary,275524,2022,11,2
120000,0,Lukavica,58,1,2068.97,Lukavica,74,Big Cities,minor,7785,2021,4,2
82000,0,Lukavica,39.6,0,2070.71,Lukavica,74,Big Cities,minor,7785,2022,12,1
170000,0,Brcko,82,0,2073.17,Brcko,199,Big Cities,admin,83516,2017,8,2
110000,0,Konjic,53,1,2075.47,Konjic,7,Others,minor,25148,2022,9,2
108000,0,Bijeljina,52,0,2076.92,Bijeljina,90,Big Cities,minor,107715,2022,11,2
135000,0,Vogosca,65,0,2076.92,Vogosca,102,Big Cities,minor,26343,2022,12,3
