price,status,city,size,equipped,pricePerSquareMeter,cityShort,count,cityCat,capital,population,year,month,numOfRooms
102896,1,Banja Luka,34,0,3026.35,Banja Luka,421,Big Cities,admin,185042,2022,11,2
103000,1,Banja Luka,34,0,3029.41,Banja Luka,421,Big Cities,admin,185042,2022,11,1
285000,0,Ilidza,94,1,3031.91,Ilidza,224,Big Cities,minor,66730,2022,4,3
185000,0,Banja Luka,61,1,3032.79,Banja Luka,421,Big Cities,admin,185042,2022,10,2
270000,0,Sarajevo - Centar,89,0,3033.71,Sarajevo,392,Sarajevo,primary,275524,2021,6,3
270000,0,Sarajevo - Centar,89,0,3033.71,Sarajevo,392,Sarajevo,primary,275524,2022,9,3
170000,0,Tuzla,56,2,3035.71,Tuzla,199,Big Cities,minor,110979,2022,8,3
85000,1,Banja Luka,28,0,3035.71,Banja Luka,421,Big Cities,admin,185042,2022,10,1
170000,0,Sarajevo - Centar,56,1,3035.71,Sarajevo,392,Sarajevo,primary,275524,2020,10,2
170000,0,Sarajevo - Centar,56,0,3035.71,Sarajevo,392,Sarajevo,primary,275524,2021,12,2
170000,0,Novo Sarajevo,56,1,3035.71,Sarajevo,248,Sarajevo,primary,275524,2022,8,2
170000,0,Sarajevo - Centar,56,0,3035.71,Sarajevo,392,Sarajevo,primary,275524,2022,7,2
145770,1,Trebinje,48,0,3036.88,Trebinje,16,Others,minor,29198,2022,12,1
135000,0,Travnik,44.42,2,3039.17,Travnik,20,Others,minor,53482,2022,1,2
210000,0,Sarajevo - Centar,69,1,3043.48,Sarajevo,392,Sarajevo,primary,275524,2022,12,3
210000,0,Sarajevo - Centar,69,2,3043.48,Sarajevo,392,Sarajevo,primary,275524,2022,11,3
140000,0,Trebinje,46,2,3043.48,Trebinje,16,Others,minor,29198,2022,8,1
195000,0,Ilidza,64,2,3046.88,Ilidza,224,Big Cities,minor,66730,2022,12,3
195000,0,"Sarajevo, Novi Grad",64,2,3046.88,Sarajevo,291,Sarajevo,primary,275524,2022,11,3
259000,0,Novo Sarajevo,85,0,3047.06,Sarajevo,248,Sarajevo,primary,275524,2022,6,3
259000,0,Novo Sarajevo,85,0,3047.06,Sarajevo,248,Sarajevo,primary,275524,2022,12,3
320000,0,Zenica,105,2,3047.62,Zenica,70,Big Cities,minor,110663,2022,4,4
221000,0,Novo Sarajevo,72.5,2,3048.28,Sarajevo,248,Sarajevo,primary,275524,2022,12,3
189000,0,Novo Sarajevo,62,2,3048.39,Sarajevo,248,Sarajevo,primary,275524,2022,10,2
186000,0,Tuzla,61,1,3049.18,Tuzla,199,Big Cities,minor,110979,2022,10,2
201300,1,Tuzla,66,0,3050,Tuzla,199,Big Cities,minor,110979,2022,10,3
215025,1,Tuzla,70.5,0,3050,Tuzla,199,Big Cities,minor,110979,2022,10,3
180000,0,Ilidza,59,2,3050.85,Ilidza,224,Big Cities,minor,66730,2018,4,3
149500,0,Sarajevo - Centar,49,2,3051.02,Sarajevo,392,Sarajevo,primary,275524,2022,11,2
119000,0,"Sarajevo, Novi Grad",39,2,3051.28,Sarajevo,291,Sarajevo,primary,275524,2022,12,1
110000,0,Novo Sarajevo,36,1,3055.56,Sarajevo,248,Sarajevo,primary,275524,2022,6,2
355000,0,Stari Grad,116,2,3060.34,Sarajevo,131,Sarajevo,primary,275524,2021,2,4
150000,0,"Sarajevo, Novi Grad",49,2,3061.22,Sarajevo,291,Sarajevo,primary,275524,2022,11,2
150000,0,Ilidza,49,2,3061.22,Ilidza,224,Big Cities,minor,66730,2022,8,2
245000,0,Ilidza,80,2,3062.5,Ilidza,224,Big Cities,minor,66730,2022,5,3
245000,0,Ilidza,80,2,3062.5,Ilidza,224,Big Cities,minor,66730,2022,12,3
245000,0,"Sarajevo, Novi Grad",80,2,3062.5,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
190000,0,Tuzla,62,0,3064.52,Tuzla,199,Big Cities,minor,110979,2022,1,2
236000,0,Sarajevo - Centar,77,0,3064.94,Sarajevo,392,Sarajevo,primary,275524,2022,6,3
230000,1,Grad Mostar,75,0,3066.67,Grad Mostar,44,Big Cities,minor,105797,2022,11,2
460000,1,Sarajevo - Centar,150,0,3066.67,Sarajevo,392,Sarajevo,primary,275524,2020,1,5
169000,0,Tuzla,55,2,3072.73,Tuzla,199,Big Cities,minor,110979,2022,8,2
249000,0,"Sarajevo, Novi Grad",81,2,3074.07,Sarajevo,291,Sarajevo,primary,275524,2022,10,4
240000,0,Banja Luka,78,2,3076.92,Banja Luka,421,Big Cities,admin,185042,2022,7,3
200000,0,Banja Luka,65,1,3076.92,Banja Luka,421,Big Cities,admin,185042,2022,11,2
200000,0,Ilidza,65,1,3076.92,Ilidza,224,Big Cities,minor,66730,2020,2,2
200000,0,Ilidza,65,2,3076.92,Ilidza,224,Big Cities,minor,66730,2022,7,2
200000,0,Sarajevo - Centar,65,0,3076.92,Sarajevo,392,Sarajevo,primary,275524,2022,11,2
120000,0,"Sarajevo, Novi Grad",39,1,3076.92,Sarajevo,291,Sarajevo,primary,275524,2022,9,2
240000,0,Banja Luka,78,2,3076.92,Banja Luka,421,Big Cities,admin,185042,2022,11,4
120000,0,"Sarajevo, Novi Grad",39,1,3076.92,Sarajevo,291,Sarajevo,primary,275524,2022,9,2
185000,0,Novo Sarajevo,60,1,3083.33,Sarajevo,248,Sarajevo,primary,275524,2022,12,2
185000,0,"Sarajevo, Novi Grad",60,0,3083.33,Sarajevo,291,Sarajevo,primary,275524,2022,10,2
148000,0,Sarajevo - Centar,48,0,3083.33,Sarajevo,392,Sarajevo,primary,275524,2020,10,2
250000,0,Banja Luka,81,0,3086.42,Banja Luka,421,Big Cities,admin,185042,2022,11,4
142000,0,"Sarajevo, Novi Grad",46,2,3086.96,Sarajevo,291,Sarajevo,primary,275524,2022,9,2
173000,0,Sarajevo - Centar,56,0,3089.29,Sarajevo,392,Sarajevo,primary,275524,2022,3,2
235000,0,"Sarajevo, Novi Grad",76,1,3092.11,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
349000,0,Sarajevo - Centar,112.83,0,3093.15,Sarajevo,392,Sarajevo,primary,275524,2019,4,4
349000,0,Sarajevo - Centar,112.83,0,3093.15,Sarajevo,392,Sarajevo,primary,275524,2016,7,4
195000,0,Stari Grad,63,0,3095.24,Sarajevo,131,Sarajevo,primary,275524,2022,3,2
260000,0,Banja Luka,84,2,3095.24,Banja Luka,421,Big Cities,admin,185042,2022,12,4
260000,0,"Sarajevo, Novi Grad",84,2,3095.24,Sarajevo,291,Sarajevo,primary,275524,2022,10,3
195000,0,Banja Luka,63,2,3095.24,Banja Luka,421,Big Cities,admin,185042,2021,2,2
350000,0,Banja Luka,113,1,3097.35,Banja Luka,421,Big Cities,admin,185042,2022,8,5
350000,0,Stari Grad,113,2,3097.35,Sarajevo,131,Sarajevo,primary,275524,2021,4,4
350000,0,Banja Luka,113,1,3097.35,Banja Luka,421,Big Cities,admin,185042,2022,9,5
189000,0,Stari Grad,61,2,3098.36,Sarajevo,131,Sarajevo,primary,275524,2022,4,2
220000,0,Zenica,71,2,3098.59,Zenica,70,Big Cities,minor,110663,2022,7,2
142600,0,Grad Mostar,46,2,3100,Grad Mostar,44,Big Cities,minor,105797,2022,12,1
179335,1,Ilidza,57.85,0,3100,Ilidza,224,Big Cities,minor,66730,2022,7,3
177785,1,Ilidza,57.35,0,3100,Ilidza,224,Big Cities,minor,66730,2022,7,3
172360,1,Ilidza,55.6,0,3100,Ilidza,224,Big Cities,minor,66730,2022,7,3
195300,0,Sarajevo - Centar,63,2,3100,Sarajevo,392,Sarajevo,primary,275524,2022,9,3
285200,0,Lukavica,92,2,3100,Lukavica,74,Big Cities,minor,7785,2022,12,4
190340,0,Trebinje,61.4,0,3100,Trebinje,16,Others,minor,29198,2022,12,2
179999,1,Zenica,58,0,3103.43,Zenica,70,Big Cities,minor,110663,2022,8,3
190000,0,Ilidza,61.17,2,3106.1,Ilidza,224,Big Cities,minor,66730,2022,10,2
255000,0,Ilidza,82,1,3109.76,Ilidza,224,Big Cities,minor,66730,2022,12,4
280000,0,"Sarajevo, Novi Grad",90,1,3111.11,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
249000,0,Sarajevo - Centar,80,0,3112.5,Sarajevo,392,Sarajevo,primary,275524,2019,6,3
249023,0,"Sarajevo, Novi Grad",80,2,3112.79,Sarajevo,291,Sarajevo,primary,275524,2021,11,4
165000,0,Sarajevo - Centar,53,0,3113.21,Sarajevo,392,Sarajevo,primary,275524,2022,7,4
109000,0,Ilidza,35,0,3114.29,Ilidza,224,Big Cities,minor,66730,2022,12,1
109000,0,Ilidza,35,0,3114.29,Ilidza,224,Big Cities,minor,66730,2022,12,1
109000,0,Ilidza,35,0,3114.29,Ilidza,224,Big Cities,minor,66730,2022,12,2
109000,0,Banja Luka,35,2,3114.29,Banja Luka,421,Big Cities,admin,185042,2022,12,2
109000,0,Ilidza,35,0,3114.29,Ilidza,224,Big Cities,minor,66730,2022,12,1
109000,0,Ilidza,35,0,3114.29,Ilidza,224,Big Cities,minor,66730,2022,11,2
240000,0,"Sarajevo, Novi Grad",77,2,3116.88,Sarajevo,291,Sarajevo,primary,275524,2022,10,3
240000,0,"Sarajevo, Novi Grad",77,1,3116.88,Sarajevo,291,Sarajevo,primary,275524,2022,3,3
156128,1,Sarajevo - Centar,50,0,3122.56,Sarajevo,392,Sarajevo,primary,275524,2022,4,1
250000,0,Sarajevo - Centar,80,0,3125,Sarajevo,392,Sarajevo,primary,275524,2022,12,3
250000,0,Sarajevo - Centar,80,0,3125,Sarajevo,392,Sarajevo,primary,275524,2022,12,3
147000,0,"Sarajevo, Novi Grad",47,0,3127.66,Sarajevo,291,Sarajevo,primary,275524,2022,9,1
122000,0,"Sarajevo, Novi Grad",39,2,3128.21,Sarajevo,291,Sarajevo,primary,275524,2022,12,1
169000,0,Ilidza,54,2,3129.63,Ilidza,224,Big Cities,minor,66730,2022,10,2
288000,0,Novo Sarajevo,92,1,3130.43,Sarajevo,248,Sarajevo,primary,275524,2022,5,3
119000,0,"Sarajevo, Novi Grad",38,0,3131.58,Sarajevo,291,Sarajevo,primary,275524,2022,8,1
119000,0,"Sarajevo, Novi Grad",38,0,3131.58,Sarajevo,291,Sarajevo,primary,275524,2022,11,1
285000,0,Sarajevo - Centar,91,0,3131.87,Sarajevo,392,Sarajevo,primary,275524,2022,4,3
210000,0,Banja Luka,67,0,3134.33,Banja Luka,421,Big Cities,admin,185042,2022,6,3
370000,0,Sarajevo - Centar,118,1,3135.59,Sarajevo,392,Sarajevo,primary,275524,2022,9,3
430000,0,Sarajevo - Centar,137,2,3138.69,Sarajevo,392,Sarajevo,primary,275524,2022,6,5
135000,0,Sarajevo - Centar,43,0,3139.53,Sarajevo,392,Sarajevo,primary,275524,2022,11,1
135000,0,Banja Luka,43,1,3139.53,Banja Luka,421,Big Cities,admin,185042,2022,11,1
245000,0,Konjic,78,2,3141.03,Konjic,7,Others,minor,25148,2022,12,3
150000,1,Trebinje,47.71,0,3143.99,Trebinje,16,Others,minor,29198,2022,7,1
195000,0,Vogosca,62,0,3145.16,Vogosca,102,Big Cities,minor,26343,2022,7,3
195000,0,Novo Sarajevo,62,0,3145.16,Sarajevo,248,Sarajevo,primary,275524,2022,7,2
170000,0,"Sarajevo, Novi Grad",54,1,3148.15,Sarajevo,291,Sarajevo,primary,275524,2022,11,3
170000,1,"Sarajevo, Novi Grad",54,2,3148.15,Sarajevo,291,Sarajevo,primary,275524,2022,9,2
325000,0,Vogosca,103.2,2,3149.22,Vogosca,102,Big Cities,minor,26343,2019,11,5
148050,1,Tuzla,47,0,3150,Tuzla,199,Big Cities,minor,110979,2022,10,2
157500,1,Tuzla,50,0,3150,Tuzla,199,Big Cities,minor,110979,2022,10,2
230000,0,Banja Luka,73,2,3150.68,Banja Luka,421,Big Cities,admin,185042,2022,10,3
230000,0,Banja Luka,73,0,3150.68,Banja Luka,421,Big Cities,admin,185042,2019,2,3
123000,1,Banja Luka,39,0,3153.85,Banja Luka,421,Big Cities,admin,185042,2022,10,1
205000,0,"Sarajevo, Novi Grad",65,2,3153.85,Sarajevo,291,Sarajevo,primary,275524,2022,8,3
205000,0,Novo Sarajevo,65,0,3153.85,Sarajevo,248,Sarajevo,primary,275524,2022,8,2
119900,0,"Sarajevo, Novi Grad",38,0,3155.26,Sarajevo,291,Sarajevo,primary,275524,2022,10,1
325000,0,Stari Grad,103,2,3155.34,Sarajevo,131,Sarajevo,primary,275524,2022,7,4
240000,0,Ilidza,76,2,3157.89,Ilidza,224,Big Cities,minor,66730,2022,10,3
300000,1,Brcko,95,0,3157.89,Brcko,199,Big Cities,admin,83516,2018,9,3
120000,0,"Sarajevo, Novi Grad",38,0,3157.89,Sarajevo,291,Sarajevo,primary,275524,2022,11,1
139000,0,Ilidza,44,2,3159.09,Ilidza,224,Big Cities,minor,66730,2022,11,2
295000,1,Bijeljina,93.3,2,3161.84,Bijeljina,90,Big Cities,minor,107715,2022,11,3
155000,0,Sarajevo - Centar,49,0,3163.27,Sarajevo,392,Sarajevo,primary,275524,2022,9,2
207000,0,Ilidza,65.4,2,3165.14,Ilidza,224,Big Cities,minor,66730,2022,11,2
380000,0,Sarajevo - Centar,120,1,3166.67,Sarajevo,392,Sarajevo,primary,275524,2020,7,4
95000,0,"Sarajevo, Novi Grad",30,2,3166.67,Sarajevo,291,Sarajevo,primary,275524,2022,11,1
95000,0,Novi Grad,30,2,3166.67,Sarajevo,8,Sarajevo,primary,275524,2022,12,1
190000,0,Ilidza,60,2,3166.67,Ilidza,224,Big Cities,minor,66730,2022,9,3
165000,0,Novo Sarajevo,52,1,3173.08,Sarajevo,248,Sarajevo,primary,275524,2022,10,3
165000,0,"Sarajevo, Novi Grad",52,2,3173.08,Sarajevo,291,Sarajevo,primary,275524,2022,12,2
146000,0,"Sarajevo, Novi Grad",46,2,3173.91,Sarajevo,291,Sarajevo,primary,275524,2022,10,2
235000,0,"Sarajevo, Novi Grad",74,2,3175.68,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
143000,1,Banja Luka,45,0,3177.78,Banja Luka,421,Big Cities,admin,185042,2022,11,1
124000,1,Banja Luka,39,0,3179.49,Banja Luka,421,Big Cities,admin,185042,2022,11,1
186000,0,Ilidza,58.5,2,3179.49,Ilidza,224,Big Cities,minor,66730,2022,10,2
194000,1,Banja Luka,61,0,3180.33,Banja Luka,421,Big Cities,admin,185042,2021,6,2
350000,0,Sarajevo - Centar,110,0,3181.82,Sarajevo,392,Sarajevo,primary,275524,2022,8,4
207000,0,Ilidza,65,2,3184.62,Ilidza,224,Big Cities,minor,66730,2022,11,2
207000,0,Ilidza,65,2,3184.62,Ilidza,224,Big Cities,minor,66730,2022,12,2
459000,0,Stari Grad,144,2,3187.5,Sarajevo,131,Sarajevo,primary,275524,2020,12,5
153000,0,"Sarajevo, Novi Grad",48,2,3187.5,Sarajevo,291,Sarajevo,primary,275524,2022,11,2
220000,0,Novo Sarajevo,69,0,3188.41,Sarajevo,248,Sarajevo,primary,275524,2022,9,3
220000,0,"Sarajevo, Novi Grad",69,0,3188.41,Sarajevo,291,Sarajevo,primary,275524,2021,9,3
140320,1,Banja Luka,44,0,3189.09,Banja Luka,421,Big Cities,admin,185042,2022,11,2
125000,1,Banja Luka,39.17,0,3191.22,Banja Luka,421,Big Cities,admin,185042,2022,10,2
150000,0,Neum,47,2,3191.49,Neum,4,Others,minor,4653,2022,10,2
194700,1,Banja Luka,61,0,3191.8,Banja Luka,421,Big Cities,admin,185042,2022,12,3
265000,0,Sarajevo - Centar,83,0,3192.77,Sarajevo,392,Sarajevo,primary,275524,2019,4,4
172576,1,Banja Luka,54,0,3195.85,Banja Luka,421,Big Cities,admin,185042,2022,11,3
211000,1,Banja Luka,66,0,3196.97,Banja Luka,421,Big Cities,admin,185042,2022,3,2
275000,0,Banja Luka,86,2,3197.67,Banja Luka,421,Big Cities,admin,185042,2022,8,3
133400,0,Ilidza,41.7,0,3199.04,Ilidza,224,Big Cities,minor,66730,2022,7,2
133400,1,Ilidza,41.7,0,3199.04,Ilidza,224,Big Cities,minor,66730,2022,7,2
143800,0,Ilidza,44.95,0,3199.11,Ilidza,224,Big Cities,minor,66730,2022,7,2
177900,0,Ilidza,55.6,0,3199.64,Ilidza,224,Big Cities,minor,66730,2022,12,3
238176,1,Tuzla,74.43,0,3200,Tuzla,199,Big Cities,minor,110979,2022,10,3
210752,1,Tuzla,65.86,0,3200,Tuzla,199,Big Cities,minor,110979,2022,10,3
143840,1,Ilidza,44.95,0,3200,Ilidza,224,Big Cities,minor,66730,2022,7,2
143040,1,Ilidza,44.7,0,3200,Ilidza,224,Big Cities,minor,66730,2022,7,2
163200,1,Tuzla,51,0,3200,Tuzla,199,Big Cities,minor,110979,2022,7,2
238144,1,Tuzla,74.42,0,3200,Tuzla,199,Big Cities,minor,110979,2022,7,3
193216,1,Tuzla,60.38,0,3200,Tuzla,199,Big Cities,minor,110979,2022,7,2
218336,1,Tuzla,68.23,0,3200,Tuzla,199,Big Cities,minor,110979,2022,7,3
208000,1,Banja Luka,65,0,3200,Banja Luka,421,Big Cities,admin,185042,2022,10,3
166912,1,Tuzla,52.16,0,3200,Tuzla,199,Big Cities,minor,110979,2022,10,2
160000,1,Trebinje,50,0,3200,Trebinje,16,Others,minor,29198,2022,11,1
348800,0,Novo Sarajevo,109,0,3200,Sarajevo,248,Sarajevo,primary,275524,2022,8,4
336000,0,Banja Luka,105,2,3200,Banja Luka,421,Big Cities,admin,185042,2022,11,4
115200,0,Banja Luka,36,2,3200,Banja Luka,421,Big Cities,admin,185042,2022,9,1
194848,1,"Sarajevo, Novi Grad",60.84,0,3202.63,Sarajevo,291,Sarajevo,primary,275524,2022,10,3
201900,1,Banja Luka,63,0,3204.76,Banja Luka,421,Big Cities,admin,185042,2022,12,3
185900,1,Banja Luka,58,0,3205.17,Banja Luka,421,Big Cities,admin,185042,2022,12,3
224384,1,Banja Luka,70,0,3205.49,Banja Luka,421,Big Cities,admin,185042,2021,2,3
215000,0,Tuzla,67,2,3208.96,Tuzla,199,Big Cities,minor,110979,2022,8,2
138000,0,"Sarajevo, Novi Grad",43,2,3209.3,Sarajevo,291,Sarajevo,primary,275524,2022,12,1
180000,0,Sarajevo - Centar,56,0,3214.29,Sarajevo,392,Sarajevo,primary,275524,2020,3,2
324832,1,Banja Luka,101,0,3216.16,Banja Luka,421,Big Cities,admin,185042,2022,8,4
119000,0,Sarajevo - Centar,37,2,3216.22,Sarajevo,392,Sarajevo,primary,275524,2022,8,1
123230,1,Istocni Stari Grad,38.3,0,3217.49,Sarajevo,9,Sarajevo,primary,275524,2021,11,2
199584,1,Banja Luka,62,0,3219.1,Banja Luka,421,Big Cities,admin,185042,2022,11,3
199584,1,Banja Luka,62,0,3219.1,Banja Luka,421,Big Cities,admin,185042,2022,11,3
170624,1,Banja Luka,53,0,3219.32,Banja Luka,421,Big Cities,admin,185042,2022,12,1
299500,0,Sarajevo - Centar,93,0,3220.43,Sarajevo,392,Sarajevo,primary,275524,2022,10,4
219000,0,Sarajevo - Centar,68,1,3220.59,Sarajevo,392,Sarajevo,primary,275524,2022,8,3
212640,1,Banja Luka,66,0,3221.82,Banja Luka,421,Big Cities,admin,185042,2022,3,3
290000,0,Sarajevo - Centar,90,0,3222.22,Sarajevo,392,Sarajevo,primary,275524,2021,11,3
322368,1,Banja Luka,100,0,3223.68,Banja Luka,421,Big Cities,admin,185042,2022,8,5
141856,1,Banja Luka,44,0,3224,Banja Luka,421,Big Cities,admin,185042,2022,11,2
229000,0,Sarajevo - Centar,71,0,3225.35,Sarajevo,392,Sarajevo,primary,275524,2022,10,4
229000,0,"Sarajevo, Novi Grad",71,0,3225.35,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
300000,0,"Sarajevo, Novi Grad",93,0,3225.81,Sarajevo,291,Sarajevo,primary,275524,2022,11,3
196800,1,"Sarajevo, Novi Grad",61,0,3226.23,Sarajevo,291,Sarajevo,primary,275524,2022,11,2
210000,0,Sarajevo - Centar,65,0,3230.77,Sarajevo,392,Sarajevo,primary,275524,2022,7,3
210000,0,Novo Sarajevo,65,2,3230.77,Sarajevo,248,Sarajevo,primary,275524,2022,8,2
210000,0,Novo Sarajevo,65,1,3230.77,Sarajevo,248,Sarajevo,primary,275524,2022,12,3
210000,0,Sarajevo - Centar,65,1,3230.77,Sarajevo,392,Sarajevo,primary,275524,2022,9,3
178528,1,"Sarajevo, Novi Grad",55.23,0,3232.45,Sarajevo,291,Sarajevo,primary,275524,2022,5,3
110000,0,Sarajevo - Centar,34,2,3235.29,Sarajevo,392,Sarajevo,primary,275524,2022,10,1
229728,0,"Sarajevo, Novi Grad",71,0,3235.61,Sarajevo,291,Sarajevo,primary,275524,2020,9,3
187680,1,Banja Luka,58,0,3235.86,Banja Luka,421,Big Cities,admin,185042,2022,11,3
187680,1,Banja Luka,58,0,3235.86,Banja Luka,421,Big Cities,admin,185042,2022,11,3
119800,0,"Sarajevo, Novi Grad",37,0,3237.84,Sarajevo,291,Sarajevo,primary,275524,2022,8,1
162000,0,"Sarajevo, Novi Grad",50,1,3240,Sarajevo,291,Sarajevo,primary,275524,2022,10,1
188000,0,Novo Sarajevo,58,2,3241.38,Sarajevo,248,Sarajevo,primary,275524,2022,10,2
240000,0,Sarajevo - Centar,74,2,3243.24,Sarajevo,392,Sarajevo,primary,275524,2022,8,3
120000,1,Banja Luka,37,0,3243.24,Banja Luka,421,Big Cities,admin,185042,2022,11,2
191360,1,Banja Luka,59,0,3243.39,Banja Luka,421,Big Cities,admin,185042,2022,11,3
185000,0,Ilidza,57,2,3245.61,Ilidza,224,Big Cities,minor,66730,2022,8,2
250000,0,"Sarajevo, Novi Grad",77,2,3246.75,Sarajevo,291,Sarajevo,primary,275524,2022,12,3
142976,1,Banja Luka,44,0,3249.45,Banja Luka,421,Big Cities,admin,185042,2022,11,1
142976,1,Banja Luka,44,0,3249.45,Banja Luka,421,Big Cities,admin,185042,2022,11,2
260000,0,Banja Luka,80,0,3250,Banja Luka,421,Big Cities,admin,185042,2022,9,3
308750,1,Ilidza,95,0,3250,Ilidza,224,Big Cities,minor,66730,2022,1,3
234000,0,Stari Grad,72,0,3250,Sarajevo,131,Sarajevo,primary,275524,2022,3,3
165888,1,Banja Luka,51,0,3252.71,Banja Luka,421,Big Cities,admin,185042,2022,11,3
280000,0,Novo Sarajevo,86,0,3255.81,Sarajevo,248,Sarajevo,primary,275524,2022,5,4
172576,1,Banja Luka,53,0,3256.15,Banja Luka,421,Big Cities,admin,185042,2022,11,3
127025,1,Banja Luka,39,0,3257.05,Banja Luka,421,Big Cities,admin,185042,2022,12,2
488957,0,Banja Luka,150,0,3259.71,Banja Luka,421,Big Cities,admin,185042,2021,8,4
150000,0,Novo Sarajevo,46,1,3260.87,Sarajevo,248,Sarajevo,primary,275524,2022,11,2
140320,1,Banja Luka,43,0,3263.26,Banja Luka,421,Big Cities,admin,185042,2022,11,2
179500,0,Stari Grad,55,2,3263.64,Sarajevo,131,Sarajevo,primary,275524,2022,10,2
231757,1,Banja Luka,71,0,3264.18,Banja Luka,421,Big Cities,admin,185042,2022,12,4
196000,0,Stari Grad,60,1,3266.67,Sarajevo,131,Sarajevo,primary,275524,2022,11,3
134000,0,"Sarajevo, Novi Grad",41,2,3268.29,Sarajevo,291,Sarajevo,primary,275524,2022,11,1
170000,0,"Sarajevo, Novi Grad",52,1,3269.23,Sarajevo,291,Sarajevo,primary,275524,2022,7,2
157000,0,Ilidza,48,2,3270.83,Ilidza,224,Big Cities,minor,66730,2022,9,2
350000,0,Ilidza,107,2,3271.03,Ilidza,224,Big Cities,minor,66730,2022,2,3
180000,0,"Sarajevo, Novi Grad",55,2,3272.73,Sarajevo,291,Sarajevo,primary,275524,2022,11,2
190000,0,Banja Luka,58,2,3275.86,Banja Luka,421,Big Cities,admin,185042,2022,11,3
295000,0,Sarajevo - Centar,90,0,3277.78,Sarajevo,392,Sarajevo,primary,275524,2022,11,4
295000,0,Sarajevo - Centar,90,0,3277.78,Sarajevo,392,Sarajevo,primary,275524,2022,11,4
200000,0,Tuzla,61,2,3278.69,Tuzla,199,Big Cities,minor,110979,2022,10,2
200046,1,Banja Luka,61,0,3279.44,Banja Luka,421,Big Cities,admin,185042,2022,10,3
144375,1,Banja Luka,44,0,3281.25,Banja Luka,421,Big Cities,admin,185042,2022,12,2
170690,1,Banja Luka,52,0,3282.5,Banja Luka,421,Big Cities,admin,185042,2022,12,3
1100000,1,Zenica,335,2,3283.58,Zenica,70,Big Cities,minor,110663,2022,4,5
225000,0,Ilidza,68.5,2,3284.67,Ilidza,224,Big Cities,minor,66730,2022,11,3
183950,1,Banja Luka,56,0,3284.82,Banja Luka,421,Big Cities,admin,185042,2022,7,2
115000,0,Ilidza,35,0,3285.71,Ilidza,224,Big Cities,minor,66730,2022,12,2
148000,0,"Sarajevo, Novi Grad",45,2,3288.89,Sarajevo,291,Sarajevo,primary,275524,2022,12,2
250000,0,Sarajevo - Centar,76,0,3289.47,Sarajevo,392,Sarajevo,primary,275524,2022,12,3
125000,0,Sarajevo - Centar,38,0,3289.47,Sarajevo,392,Sarajevo,primary,275524,2022,12,1
339500,0,Sarajevo - Centar,103.14,1,3291.64,Sarajevo,392,Sarajevo,primary,275524,2021,10,3
135000,0,Ilidza,41,1,3292.68,Ilidza,224,Big Cities,minor,66730,2022,11,2
233838,1,Banja Luka,71,0,3293.49,Banja Luka,421,Big Cities,admin,185042,2022,10,4
224000,0,Sarajevo - Centar,68,0,3294.12,Sarajevo,392,Sarajevo,primary,275524,2022,11,3
145000,0,Neum,44,0,3295.45,Neum,4,Others,minor,4653,2022,1,2
287000,0,Stari Grad,87,2,3298.85,Sarajevo,131,Sarajevo,primary,275524,2022,5,4
174867,1,Banja Luka,53,0,3299.38,Banja Luka,421,Big Cities,admin,185042,2022,12,3
165000,0,Ilidza,50,2,3300,Ilidza,224,Big Cities,minor,66730,2022,8,2
156519,1,Banja Luka,47.43,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,12,2
511500,0,Novo Sarajevo,155,0,3300,Sarajevo,248,Sarajevo,primary,275524,2022,2,5
227700,1,Banja Luka,69,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,7,3
260700,0,Banja Luka,79,1,3300,Banja Luka,421,Big Cities,admin,185042,2022,11,3
232188,1,Banja Luka,70.36,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,4,3
343200,0,Banja Luka,104,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,11,3
156519,1,Banja Luka,47.43,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,12,2
193050,1,Banja Luka,58.5,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,12,3
170775,1,Banja Luka,51.75,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,12,2
343200,1,Banja Luka,104,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,10,3
343200,1,Banja Luka,104,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,11,3
156519,1,Banja Luka,47.43,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,12,2
193050,1,Banja Luka,58.5,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,12,3
171600,0,Banja Luka,52,0,3300,Banja Luka,421,Big Cities,admin,185042,2022,11,3
283800,1,Tuzla,86,0,3300,Tuzla,199,Big Cities,minor,110979,2022,11,3
211200,0,Tuzla,64,2,3300,Tuzla,199,Big Cities,minor,110979,2022,7,2
258000,0,Stari Grad,78,1,3307.69,Sarajevo,131,Sarajevo,primary,275524,2021,3,3
215000,0,"Sarajevo, Novi Grad",65,0,3307.69,Sarajevo,291,Sarajevo,primary,275524,2022,9,3
